"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"有限会社あいずみ製本所","2618086612041","","","","","","","157-0061","東京都世田谷区北烏山三丁目10-15","","","","","","","","","","","","","","","7010902000156","","","",""
"アイ精工株式会社","1947735460925","","","","","","","362-0806","埼玉県北足立郡伊奈町大字小室志久4615-1","","","","","","","","","","","","","","","9030001041123","","","",""
"有限会社愛盛堂印刷所","6684240441820","","","","","","","361-0023","埼玉県行田市長野五丁目8-17","","","","","","","","","","","","","","","6030002117429","","","",""
"有限会社会田折本所","5540962968105","","","","","","","162-0041","東京都新宿区早稲田鶴巻町553","","","","","","","","","","","","","","","6011102000146","","","",""
"有限会社会田製本所","2607952475418","","","","","","","994-0069","山形県天童市清池東二丁目8-13","","","","","","","","","","","","","","","3390002000114","","","",""
"有限会社會田美術印刷","1549646941634","","","","","","","121-0062","東京都足立区南花畑一丁目1-35","","","","","","","","","","","","","","","1011802008914","","","",""
"株式会社ＩＷ","2754976565495","","","","","","","812-0038","福岡県福岡市博多区祇園町8-17 ヴォーヌンク祇園1001","","","","","","","","","","","","","","","4290001080991","","","",""
"愛知印刷株式会社","1772508251496","","","","","","","454-0013","愛知県名古屋市中川区八熊三丁目13-6","","","","","","","","","","","","","","","5180001009737","","","",""
"有限会社愛知印刷","5813047464843","","","","","","","241-0034","神奈川県横浜市旭区今宿南町1873","","","","","","","","","","","","","","","5020002060795","","","",""
"あいち印刷株式会社","9289880888394","","","","","","","444-0007","愛知県岡崎市大平町杉本1-1","","","","","","","","","","","","","","","5180301000049","","","",""
"株式会社愛知印刷工業","2956465256389","","","","","","","476-0002","愛知県東海市名和町二番割上52-1","","","","","","","","","","","","","","","5180001094176","","","",""
"あいちえんじ株式会社","2488456061799","","","","","","","811-3221","福岡県福津市若木台一丁目22-1","","","","","","","","","","","","","","","1290001036518","","","",""
"愛知県製本工業組合","7062449480426","","","","","","","461-0004","愛知県名古屋市東区葵三丁目3-8","","","","","","","","","","","","","","","9180005003088","","","",""
"アイチ紙工株式会社","9094011952155","","","","","","","486-0952","愛知県春日井市追進町三丁目57-1","","","","","","","","","","","","","","","2180001073587","","","",""
"有限会社アイチジムキ","7420033643126","","","","","","","463-0021","愛知県名古屋市守山区大森一丁目301-1","","","","","","","","","","","","","","","5180002015271","","","",""
"有限会社愛千製本所","9163182516535","","","","","","","162-0041","東京都新宿区早稲田鶴巻町520","","","","","","","","","","","","","","","2011102000100","","","",""
"株式会社アイチビジネスフォーム","5549770452784","","","","","","","486-0935","愛知県春日井市森山田町87","","","","","","","","","","","","","","","7180001073599","","","",""
"アイチマイクロ株式会社","9131285820638","","","","","","","454-0962","愛知県名古屋市中川区戸田三丁目632","","","","","","","","","","","","","","","3180001018731","","","",""
"アイ・ツー株式会社","2285682803682","","","","","","","162-0041","東京都新宿区早稲田鶴巻町576 桐生第2ビル2F","","","","","","","","","","","","","","","8011101000236","","","",""
"有限会社会津オフセット印刷","8348615686184","","","","","","","965-0832","福島県会津若松市天神町26-20","","","","","","","","","","","","","","","7380002030835","","","",""
"有限会社あいづ総合印刷","3216704580520","","","","","","","965-0022","福島県会津若松市滝沢町3-65","","","","","","","","","","","","","","","5380002030969","","","",""
"有限会社会津蒔絵研究所","6160536712926","","","","","","","965-0861","福島県会津若松市日新町14-26","","","","","","","","","","","","","","","7380002030926","","","",""
"有限会社アイティー","3725420324524","","","","","","","036-0341","青森県黒石市大字豊岡豊岡26-3","","","","","","","","","","","","","","","7420002015451","","","",""
"株式会社アイティ印刷","4613398887444","","","","","","","599-8236","大阪府堺市中区深井沢町3409-3","","","","","","","","","","","","","","","3120101000066","","","",""
"有限会社アイティエム","6410712996996","","","","","","","565-0811","大阪府吹田市千里丘上18-26","","","","","","","","","","","","","","","2120902005173","","","",""
"アイ・ティ・カラー印刷株式会社","2157502120338","","","","","","","598-0032","大阪府泉佐野市新安松二丁目4-1","","","","","","","","","","","","","","","4120101040631","","","",""
"アイティー・ゲート有限会社","7933786138067","","","","","","","885-0042","宮崎県都城市上長飯町83-6","","","","","","","","","","","","","","","3350002015652","","","",""
"株式会社アイティー・コーポレーション","3042215967597","","","","","","","897-0202","鹿児島県南九州市川辺町清水9458-2","","","","","","","","","","","","","","","2340001011126","","","",""
"株式会社アイティス","3741173387842","","","","","","","922-0406","石川県加賀市伊切町い1-1","","","","","","","","","","","","","","","3220002012217","","","",""
"株式会社ＩＴＰ","6880815456005","","","","","","","604-0000","京都府京都市中京区丸太町通小川西入","","","","","","","","","","","","","","","2130001019818","","","",""
"株式会社ＩＴＰイメージングプロダクツ","3761948745903","","","","","","","601-8133","京都府京都市南区上鳥羽藁田町61","","","","","","","","","","","","","","","6130001057855","","","",""
"有限会社アイティ・ラビット","9669038734464","","","","","","","135-0034","東京都江東区永代二丁目33-6 有沢ビル1F","","","","","","","","","","","","","","","1010602029187","","","",""
"有限会社アイテス","3413441663488","","","","","","","316-0002","茨城県日立市桜川町二丁目25-3","","","","","","","","","","","","","","","4050002030111","","","",""
"株式会社アイテック","4953841281194","","","","","","","452-0834","愛知県名古屋市西区木前町77","","","","","","","","","","","","","","","6180001091073","","","",""
"有限会社アイテン","5637713872682","","","","","","","422-8006","静岡県静岡市駿河区曲金六丁目2-25-9","","","","","","","","","","","","","","","8080002000074","","","",""
"アイデアパッケージ株式会社","1308042704771","","","","","","","563-0033","大阪府池田市住吉一丁目4-6","","","","","","","","","","","","","","","5120901029146","","","",""
"アイデアル印刷株式会社","7531503610551","","","","","","","631-0804","奈良県奈良市神功四丁目1-9","","","","","","","","","","","","","","","6150001000012","","","",""
"株式会社アイディー","2322760122216","","","","","","","557-0012","大阪府大阪市西成区聖天下二丁目8-13","","","","","","","","","","","","","","","3120002001634","","","",""
"株式会社アイディ","6718710594734","","","","","","","320-0808","栃木県宇都宮市宮園町5-4 東武宇都宮百貨店内11階","","","","","","","","","","","","","","","5060001005640","","","",""
"有限会社アイ・ディー・ジー","7169854303068","","","","","","","112-0005","東京都文京区水道二丁目6-4 S-BOX201","","","","","","","","","","","","","","","2010002000086","","","",""
"有限会社アイディディユー","6399572272297","","","","","","","950-0843","新潟県新潟市東区粟山四丁目26-2","","","","","","","","","","","","","","","8110002007330","","","",""
"株式会社アイディ・東和","5100922668563","","","","","","","950-3131","新潟県新潟市北区濁川1306-1","","","","","","","","","","","","","","","4110001000182","","","",""
"株式会社アイディープランニング","4620978192771","","","","","","","101-0054","東京都千代田区神田錦町一丁目5-5 オヅィオ大手町404","","","","","","","","","","","","","","","2010001100036","","","",""
"有限会社アイディール","9374137938628","","","","","","","432-8001","静岡県浜松市中央区西山町310-1","","","","","","","","","","","","","","","2080402016790","","","",""
"株式会社アイデスク","6692606502171","","","","","","","381-0025","長野県長野市大字北長池1263-1","","","","","","","","","","","","","","","7100001000057","","","",""
"株式会社アイ・デマンドシステム","4549173089537","","","","","","","321-4326","栃木県真岡市島781-1","","","","","","","","","","","","","","","7060001010052","","","",""
"株式会社アイト","8041374507325","","","","","","","101-0051","東京都千代田区神田神保町一丁目12 太陽堂ビル","","","","","","","","","","","","","","","2010001009491","","","",""
"アイドカ印刷有限会社","2899515245420","","","","","","","721-0953","広島県福山市一文字町19-8","","","","","","","","","","","","","","","8240002038998","","","",""
"有限会社アイドマ印刷","3747407271091","","","","","","","902-0073","沖縄県那覇市字上間244 3F","","","","","","","","","","","","","","","8360002005532","","","",""
"株式会社アイネクスト","3117352294096","","","","","","","305-0854","茨城県つくば市上横場267-2","","","","","","","","","","","","","","","1050001034512","","","",""
"株式会社アイネット","5883825509734","","","","","","","104-0061","東京都中央区銀座七丁目16-21 銀座木挽ビル1F","","","","","","","","","","","","","","","5010001067883","","","",""
"有限会社アイネット","9735758859244","","","","","","","602-8014","京都府京都市上京区勘解由小路町148-7","","","","","","","","","","","","","","","8130002001950","","","",""
"株式会社ｉネットワーク","5150167929160","","","","","","","192-0034","東京都八王子市大谷町397-1","","","","","","","","","","","","","","","8010101008925","","","",""
"アイノ株式会社","2377900249507","","","","","","","062-0004","北海道札幌市豊平区美園四条三丁目2-3","","","","","","","","","","","","","","","4430001001660","","","",""
"株式会社アイノグラフィックス","5234931570468","","","","","","","101-0062","東京都千代田区神田駿河台二丁目3-13 鈴木ビル4F","","","","","","","","","","","","","","","2011101000357","","","",""
"有限会社アイハラ","1382373226961","","","","","","","013-0205","秋田県横手市雄物川町今宿高花9-1","","","","","","","","","","","","","","","4410002013392","","","",""
"有限会社相原印刷","9694222481611","","","","","","","166-0013","東京都杉並区堀ノ内一丁目6-3","","","","","","","","","","","","","","","7011302000259","","","",""
"有限会社愛原印刷所","8063860258901","","","","","","","975-0003","福島県南相馬市原町区栄町一丁目8","","","","","","","","","","","","","","","7380002028078","","","",""
"有限会社相原製本所","5313657073259","","","","","","","984-0001","宮城県仙台市若林区鶴代町5-68-2","","","","","","","","","","","","","","","5370002004395","","","",""
"相羽印刷株式会社","1746265517405","","","","","","","463-0068","愛知県名古屋市守山区瀬古一丁目241","","","","","","","","","","","","","","","6180001000034","","","",""
"株式会社相羽製作所","5379926420239","","","","","","","474-0011","愛知県大府市横根町茨狭間7-186","","","","","","","","","","","","","","","9180001092382","","","",""
"相場製本株式会社","9145374878092","","","","","","","335-0023","埼玉県戸田市本町二丁目9-17","","","","","","","","","","","","","","","6030001019989","","","",""
"有限会社相原印刷","4484261427020","","","","","","","791-1112","愛媛県松山市南高井町1265-3","","","","","","","","","","","","","","","1500002000533","","","",""
"有限会社アイパック","4821563041887","","","","","","","489-0906","愛知県瀬戸市本郷町1-1 瀬戸水野パーク・ホームズ307","","","","","","","","","","","","","","","8180002071460","","","",""
"アイパックス日野出株式会社","8346699772448","","","","","","","811-1101","福岡県福岡市早良区重留六丁目1-13","","","","","","","","","","","","","","","9290001021933","","","",""
"有限会社アイビー","6771738595230","","","","","","","465-0007","愛知県名古屋市名東区香坂1014","","","","","","","","","","","","","","","9180002037857","","","",""
"合同会社アイビー企画","8841368306097","","","","","","","003-0029","北海道札幌市白石区平和通九丁目北11-3","","","","","","","","","","","","","","","6430003008280","","","",""
"株式会社アイビーシー","6951884791909","","","","","","","162-0814","東京都新宿区新小川町3-3","","","","","","","","","","","","","","","8011101001746","","","",""
"アイビーシルクスクリーン印刷株式会社","7724085301633","","","","","","","174-0063","東京都板橋区前野町二丁目31-1","","","","","","","","","","","","","","","2011401000098","","","",""
"株式会社アイビーネット","4850883885879","","","","","","","462-0828","愛知県名古屋市北区東水切町三丁目40","","","","","","","","","","","","","","","6180001067453","","","",""
"有限会社アイビーブレーン","9484865923318","","","","","","","963-8024","福島県郡山市朝日二丁目20-4","","","","","","","","","","","","","","","9380002007377","","","",""
"株式会社アイピーアール","3187903074118","","","","","","","747-0808","山口県防府市桑山二丁目11-27","","","","","","","","","","","","","","","6250001001850","","","",""
"アイ・ピー・エス株式会社","6129194950186","","","","","","","102-0072","東京都千代田区飯田橋二丁目3-2 三信ビル","","","","","","","","","","","","","","","9010001114938","","","",""
"株式会社ＩＰ企画","6053195965582","","","","","","","101-0031","東京都千代田区東神田一丁目5-10","","","","","","","","","","","","","","","2010001102932","","","",""
"株式会社アイピーネットシステム","4746322417191","","","","","","","590-0982","大阪府堺市堺区海山町五丁200-1","","","","","","","","","","","","","","","5120101022273","","","",""
"アイピーボックス有限会社","6310855067095","","","","","","","347-0043","埼玉県加須市馬内414-9","","","","","","","","","","","","","","","3030002040880","","","",""
"有限会社アイファクトリー","6810498253975","","","","","","","508-0034","岐阜県中津川市淀川町3-24","","","","","","","","","","","","","","","8200002023153","","","",""
"株式会社アイブレーン","3737103428931","","","","","","","516-0017","三重県伊勢市神久三丁目5-67","","","","","","","","","","","","","","","5190001006378","","","",""
"有限会社あいぶん社","4974708965126","","","","","","","333-0845","埼玉県川口市上青木西四丁目1-8","","","","","","","","","","","","","","","3030002099819","","","",""
"愛文社印刷株式会社","6739559145405","","","","","","","880-0921","宮崎県宮崎市大字本郷南方4045-4","","","","","","","","","","","","","","","8350001013495","","","",""
"株式会社アイプラス","3530914203031","","","","","","","336-0042","埼玉県さいたま市南区大字大谷口2406-2","","","","","","","","","","","","","","","6030001082797","","","",""
"有限会社アイ・プラン","8685464506622","","","","","","","130-0001","東京都墨田区吾妻橋一丁目10-4","","","","","","","","","","","","","","","1010002048820","","","",""
"株式会社アイプラン","2005303312809","","","","","","","144-0043","東京都大田区羽田二丁目25-2","","","","","","","","","","","","","","","1010801016845","","","",""
"有限会社アイプランニング","8038193776639","","","","","","","702-8022","岡山県岡山市南区福成三丁目10-43-1","","","","","","","","","","","","","","","9260002013115","","","",""
"株式会社ｉプランニングＫＯＨＷＡ","3098843278036","","","","","","","700-0942","岡山県岡山市南区豊成三丁目18-7","","","","","","","","","","","","","","","4260001002404","","","",""
"株式会社アイプリコム","4568939921602","","","","","","","636-0246","奈良県磯城郡田原本町大字千代360-1","","","","","","","","","","","","","","","6150001010291","","","",""
"アイプリックス株式会社","6266390907648","","","","","","","700-0064","岡山県岡山市北区大安寺南町二丁目1-3","","","","","","","","","","","","","","","6260001007822","","","",""
"株式会社アイプリント","5890102084561","","","","","","","955-0814","新潟県三条市金子新田丙780","","","","","","","","","","","","","","","3110001015009","","","",""
"有限会社アイプリント","3735936516164","","","","","","","660-0893","兵庫県尼崎市西難波町四丁目2-9","","","","","","","","","","","","","","","7140002044487","","","",""
"アイプリント株式会社","5476872808437","","","","","","","135-0016","東京都江東区東陽一丁目28-13","","","","","","","","","","","","","","","2010601026390","","","",""
"有限会社アイプリント","7265266444440","","","","","","","463-0071","愛知県名古屋市守山区新守町188","","","","","","","","","","","","","","","4180002000043","","","",""
"アイ・プリント・プラス株式会社","6206511672432","","","","","","","004-0874","北海道札幌市清田区平岡四条七丁目5-5","","","","","","","","","","","","","","","2430001031445","","","",""
"株式会社アイプレス","1170688766404","","","","","","","162-0801","東京都新宿区山吹町263 小林ビル1F","","","","","","","","","","","","","","","3011101052991","","","",""
"有限会社アイプロ","3853011859287","","","","","","","519-1426","三重県伊賀市西之澤796-1","","","","","","","","","","","","","","","4190002012590","","","",""
"株式会社アイペック","9200410453809","","","","","","","170-0002","東京都豊島区巣鴨一丁目24-12 アーバンポイント巣鴨4F","","","","","","","","","","","","","","","6013301031054","","","",""
"株式会社あいぼっくす","5755815393741","","","","","","","537-0011","大阪府大阪市東成区東今里二丁目6-18","","","","","","","","","","","","","","","3120001000620","","","",""
"有限会社アイポスト","7025076306369","","","","","","","065-0010","北海道札幌市東区北十条東十丁目2-22","","","","","","","","","","","","","","","2430002038919","","","",""
"有限会社アイポート","8953758108139","","","","","","","486-0968","愛知県春日井市味美町三丁目75","","","","","","","","","","","","","","","7180002064911","","","",""
"株式会社アイマーキング","3556195315432","","","","","","","430-0846","静岡県浜松市中央区白羽町287","","","","","","","","","","","","","","","4080401011758","","","",""
"株式会社アイマーク","4337691744690","","","","","","","959-1263","新潟県燕市大曲667-1","","","","","","","","","","","","","","","1110001032039","","","",""
"株式会社アイム","3287858260866","","","","","","","231-0011","神奈川県横浜市中区太田町六丁目84-2 大樹生命横浜桜木町ビル3F","","","","","","","","","","","","","","","4020001014118","","","",""
"アイム株式会社","9668959563629","","","","","","","690-0816","島根県松江市北陵町47","","","","","","","","","","","","","","","6280001000024","","","",""
"株式会社アイム","2405122226561","","","","","","","063-0062","北海道札幌市西区西町南十九丁目4-10","","","","","","","","","","","","","","","1430001031669","","","",""
"株式会社愛明社","7061568599485","","","","","","","461-0043","愛知県名古屋市東区大幸二丁目3-34","","","","","","","","","","","","","","","7180001015931","","","",""
"有限会社アイ・メタル","9472087781550","","","","","","","959-1289","新潟県燕市東太田1575-1","","","","","","","","","","","","","","","1110002018821","","","",""
"アイメディア株式会社","3114291403204","","","","","","","815-0042","福岡県福岡市南区若久四丁目2-18","","","","","","","","","","","","","","","1290001010480","","","",""
"株式会社アイ・メデックス","9303115663926","","","","","","","262-0003","千葉県千葉市花見川区宇那谷町1504-6","","","","","","","","","","","","","","","3040001000199","","","",""
"株式会社アイモス","3136962975656","","","","","","","761-8031","香川県高松市郷東町792-9","","","","","","","","","","","","","","","3470001001261","","","",""
"アイユー印刷株式会社","5844387121987","","","","","","","116-0011","東京都荒川区西尾久二丁目24-2","","","","","","","","","","","","","","","1011501005213","","","",""
