"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"株式会社愛三","5242309382783","","","","","","","105-0001","東京都港区虎ノ門三丁目22-11","","","","","","","","","","","","","","","7010401046543","","","",""
"株式会社アイタス","6486077731863","","","","","","","649-0111","和歌山県海南市下津町方44-3","","","","","","","","","","","","","","","5170001006280","","","",""
"アイダインターナショナル株式会社","6415798844812","","","","","","","154-0011","東京都世田谷区上馬五丁目8-6","","","","","","","","","","","","","","","7010901000173","","","",""
"株式会社アイ・ダブリュー・エス・インターナショナル","6759195215730","","","","","","","221-0811","神奈川県横浜市神奈川区斎藤分町町40-50","","","","","","","","","","","","","","","3020001038274","","","",""
"愛知県学校生活協同組合","8867321564043","","","","","","","460-0007","愛知県名古屋市中区新栄一丁目49-8","","","","","","","","","","","","","","","9180005003393","","","",""
"愛知県学校給食物資流通協同組合","5327752154893","","","","","","","456-0018","愛知県名古屋市熱田区新尾頭二丁目2-7 富春ビル4F","","","","","","","","","","","","","","","1180005004077","","","",""
"愛知県生活協同組合連合会","2030416989547","","","","","","","460-0022","愛知県名古屋市中区金山一丁目12-14 金山総合ビル","","","","","","","","","","","","","","","5180005003397","","","",""
"株式会社愛知県旅行センター","8397141009292","","","","","","","453-0015","愛知県名古屋市中村区椿町20-15 国鉄会館内","","","","","","","","","","","","","","","8180001029113","","","",""
"愛知交易株式会社","3635894684828","","","","","","","461-0035","愛知県名古屋市東区黒門町95","","","","","","","","","","","","","","","5180001015883","","","",""
"株式会社愛知ＵＫ貿易","8655009173014","","","","","","","470-1132","愛知県豊明市間米町榎山900-56 新日豊明マンション305号","","","","","","","","","","","","","","","3180001106148","","","",""
"アイ・ティ・アイ株式会社","9358978597191","","","","","","","530-0003","大阪府大阪市北区堂島二丁目1-2 6階","","","","","","","","","","","","","","","8120001110068","","","",""
"アイティインターナショナル株式会社","6528342679444","","","","","","","540-0029","大阪府大阪市中央区本町橋5-8","","","","","","","","","","","","","","","8120001101736","","","",""
"アイティーエス株式会社","1424755483663","","","","","","","496-0807","愛知県津島市天王通り五丁目48","","","","","","","","","","","","","","","5290001027059","","","",""
"株式会社ＩＴＸジャパン","4493731866032","","","","","","","150-0021","東京都渋谷区恵比寿西一丁目10-11","","","","","","","","","","","","","","","3011001043364","","","",""
"アイ・テイ・エル株式会社","8148946354330","","","","","","","133-0051","東京都江戸川区北小岩二丁目22-14 アコールビル2階","","","","","","","","","","","","","","","1011701008734","","","",""
"アイティオー・エフシステム株式会社","8740186134067","","","","","","","579-8037","大阪府東大阪市新町8-6","","","","","","","","","","","","","","","1122001008884","","","",""
"株式会社アイティーオーコーポレーション","2327671920132","","","","","","","042-0944","北海道函館市金堀町2-41","","","","","","","","","","","","","","","5440001004653","","","",""
"アイティ技研株式会社","4949527830993","","","","","","","177-0034","東京都練馬区富士見台四丁目45-16","","","","","","","","","","","","","","","2011601000146","","","",""
"アイテイシー・オブ・ジャパン株式会社","9814940551613","","","","","","","658-0047","兵庫県神戸市東灘区御影一丁目11-1","","","","","","","","","","","","","","","6140001021637","","","",""
"有限会社アイ・ティ・シー・コーポレーション","2054226352534","","","","","","","141-0031","東京都品川区西五反田二丁目9-7","","","","","","","","","","","","","","","5010702010836","","","",""
"株式会社アイ・ティー・シー・ジャパン","5954304665376","","","","","","","603-8179","京都府京都市北区紫竹上梅ノ木町6-2","","","","","","","","","","","","","","","8130001002405","","","",""
"株式会社アイティーフーズカンパニー","3486984064349","","","","","","","811-2233","福岡県糟屋郡志免町別府北一丁目8-20","","","","","","","","","","","","","","","4290001040327","","","",""
"アイテクノロジー株式会社","8125961967823","","","","","","","288-0041","千葉県銚子市中央町14-8","","","","","","","","","","","","","","","5012301008303","","","",""
"有限会社アイ・テック","1817067263346","","","","","","","444-0114","愛知県額田郡幸田町大字横落郷前10-23","","","","","","","","","","","","","","","3180302004174","","","",""
"Ｉ－テック株式会社","8795247640440","","","","","","","546-0023","大阪府大阪市東住吉区矢田四丁目1-2207","","","","","","","","","","","","","","","1120001196106","","","",""
"株式会社アイテック・タナベ","4190235462912","","","","","","","569-1116","大阪府高槻市白梅町4-8 2101号","","","","","","","","","","","","","","","2120001059815","","","",""
"株式会社アイテム","2591367324476","","","","","","","104-0032","東京都中央区八丁堀三丁目7-1 宝ビル本館","","","","","","","","","","","","","","","8010001100674","","","",""
"アイテム十六株式会社","6297642502632","","","","","","","355-0152","埼玉県比企郡吉見町大字和名46-104","","","","","","","","","","","","","","","4030001071117","","","",""
"株式会社Ｉｄｅａｒ　Ｉｄｅａｒ","2050858048633","","","","","","","278-0056","千葉県野田市五木新田32-7","","","","","","","","","","","","","","","9030001099491","","","",""
"アイディーエム株式会社","7237889663698","","","","","","","511-0284","三重県いなべ市大安町梅戸1051","","","","","","","","","","","","","","","1190001018897","","","",""
"株式会社ＩＤＭ","2726682188791","","","","","","","530-0047","大阪府大阪市北区西天満三丁目5-10 オフィスポート大阪8F","","","","","","","","","","","","","","","8120001108483","","","",""
"株式会社アイ・ディ・エム・ノースランド","7608828695644","","","","","","","053-0054","北海道苫小牧市明野新町二丁目23-23","","","","","","","","","","","","","","","4430001054106","","","",""
"株式会社アイデーイーシー","1355054197337","","","","","","","059-1506","北海道勇払郡安平町早来北町64-10","","","","","","","","","","","","","","","7430001052544","","","",""
"ＩＤＴジャパン株式会社","6763026311836","","","","","","","135-0007","東京都江東区新大橋一丁目8-11 大樹生命新大橋ビル4F","","","","","","","","","","","","","","","9010601035014","","","",""
"アイデックスラボラトリーズ株式会社","8254354151672","","","","","","","168-0063","東京都杉並区和泉一丁目22-19 朝日生命代田橋ビル2F","","","","","","","","","","","","","","","2012401012125","","","",""
"株式会社アイデープロジェクト","6887653470467","","","","","","","174-0072","東京都板橋区南常盤台一丁目11-9","","","","","","","","","","","","","","","8011401000068","","","",""
"有限会社アイデヤ","5326461773439","","","","","","","289-0313","千葉県香取市小見川2049-4","","","","","","","","","","","","","","","8040002088262","","","",""
"株式会社Ｉ・ＴＯＭＯ","6348192300978","","","","","","","813-0034","福岡県福岡市東区多の津一丁目8-2","","","","","","","","","","","","","","","9290001064189","","","",""
"有限会社アイ・トレーディング","5759575888034","","","","","","","300-0832","茨城県土浦市桜ケ丘町26-22","","","","","","","","","","","","","","","1050002013960","","","",""
"株式会社アイ・トレード","5207327716249","","","","","","","105-0004","東京都港区新橋五丁目33-5","","","","","","","","","","","","","","","5010401109161","","","",""
"株式会社アイドカ","5994942662114","","","","","","","121-0813","東京都足立区竹の塚三丁目10-1 竹の塚ビル6F","","","","","","","","","","","","","","","9011801015557","","","",""
"株式会社アイナック","1325411163557","","","","","","","581-0813","大阪府八尾市泉町一丁目12-3","","","","","","","","","","","","","","","7122001017558","","","",""
"株式会社ＡＩＮＥＸＴ","9353166203526","","","","","","","738-0003","広島県廿日市市佐方本町4-23 AINEXTBLDG. 1F","","","","","","","","","","","","","","","6011001110319","","","",""
"株式会社アイネット企画","1687009814655","","","","","","","830-0033","福岡県久留米市天神町73-905","","","","","","","","","","","","","","","7290001051271","","","",""
"株式会社アイネットジャパン","2635995770595","","","","","","","572-0803","大阪府寝屋川市梅が丘一丁目5-22","","","","","","","","","","","","","","","6120001151881","","","",""
"愛華貿易株式会社","6525094216256","","","","","","","536-0014","大阪府大阪市城東区鴫野西三丁目5-39","","","","","","","","","","","","","","","6120001199038","","","",""
"株式会社Ａｉｖａｎ","1009642114192","","","","","","","444-0116","愛知県額田郡幸田町大字芦谷狭間18-19-20","","","","","","","","","","","","","","","8180301012207","","","",""
"株式会社アイビー","6529688343853","","","","","","","104-0061","東京都中央区銀座一丁目14-10","","","","","","","","","","","","","","","3012401032642","","","",""
"株式会社アイビー","2726529469298","","","","","","","507-0071","岐阜県多治見市旭ケ丘十丁目6-66","","","","","","","","","","","","","","","1200001022113","","","",""
"愛美有限会社","2993470476002","","","","","","","106-0045","東京都港区麻布十番二丁目4-1","","","","","","","","","","","","","","","5011502000119","","","",""
"株式会社アィ・ビィ・ビィ","9163445535386","","","","","","","152-0013","東京都目黒区南二丁目4-14","","","","","","","","","","","","","","","1013201000122","","","",""
"株式会社アイ・ビーインターナショナル","6995577934825","","","","","","","150-0022","東京都渋谷区恵比寿南一丁目2-10","","","","","","","","","","","","","","","9011001000491","","","",""
"株式会社ＩＢ　ＣＯＲＰＯＲＡＴＩＯＮ","4311543495051","","","","","","","544-0031","大阪府大阪市生野区鶴橋一丁目1-33 アローズパーク213号","","","","","","","","","","","","","","","1120001166686","","","",""
"ＩＢＣ　Ｊａｐａｎ株式会社","4887852421721","","","","","","","612-8457","京都府京都市伏見区中島宮ノ前町64","","","","","","","","","","","","","","","8130001013880","","","",""
"株式会社アイビシトレーディング","2868561186736","","","","","","","651-1245","兵庫県神戸市北区谷上東町11-11","","","","","","","","","","","","","","","9140001014753","","","",""
"アイビーピー株式会社","2668431666965","","","","","","","550-0014","大阪府大阪市西区北堀江一丁目2-19","","","","","","","","","","","","","","","5120001037082","","","",""
"株式会社ＩＢＰインターナショナル","8931015722366","","","","","","","156-0044","東京都世田谷区赤堤三丁目30-12","","","","","","","","","","","","","","","3013301029951","","","",""
"アイピーエフトレーディング株式会社","9799144913926","","","","","","","370-0844","群馬県高崎市和田多中町16-15","","","","","","","","","","","","","","","7070001006025","","","",""
"株式会社ＩＰＯ","1846852151509","","","","","","","839-1212","福岡県久留米市田主丸町石垣1365-1","","","","","","","","","","","","","","","6290001066196","","","",""
"株式会社アイピージェイ・トレーディング","3771957993586","","","","","","","220-0072","神奈川県横浜市西区浅間町四丁目338-2","","","","","","","","","","","","","","","6020001105402","","","",""
"株式会社アイピー通商","7500411606472","","","","","","","779-3234","徳島県名西郡石井町石井白鳥310-1","","","","","","","","","","","","","","","7480001002536","","","",""
"アイピーフォー株式会社","4577411396174","","","","","","","171-0021","東京都豊島区西池袋五丁目1-3","","","","","","","","","","","","","","","4013301019308","","","",""
"株式会社アイフレンド","5334338578676","","","","","","","811-2502","福岡県糟屋郡久山町大字山田1075","","","","","","","","","","","","","","","6290001032751","","","",""
"阿井物産株式会社","3980625867302","","","","","","","167-0023","東京都杉並区上井草一丁目24-19","","","","","","","","","","","","","","","8011301000127","","","",""
"株式会社アイプラン","6767522554359","","","","","","","340-0048","埼玉県草加市原町二丁目5-6","","","","","","","","","","","","","","","9030001040380","","","",""
"株式会社アイプロダクト","8971991638489","","","","","","","874-0909","大分県別府市田の湯町3-7 アライアンスタワーZ8F","","","","","","","","","","","","","","","8320001007269","","","",""
"アイペット株式会社","8526765951699","","","","","","","276-0042","千葉県八千代市ゆりのき台八丁目28-9","","","","","","","","","","","","","","","8040001082464","","","",""
"株式会社アイミ","6861172636786","","","","","","","448-0002","愛知県刈谷市一里山町伐払16","","","","","","","","","","","","","","","9180301013641","","","",""
"アイムライズ株式会社","9063935243570","","","","","","","114-0023","東京都北区滝野川五丁目41-3 TKビル3階","","","","","","","","","","","","","","","5013301027961","","","",""
"有限会社アイメックス","2701798972305","","","","","","","225-0003","神奈川県横浜市青葉区新石川二丁目29","","","","","","","","","","","","","","","9020002070353","","","",""
"株式会社アイメックス","8891353799422","","","","","","","563-0056","大阪府池田市栄町9-13 サカエマチ壱番館306号室","","","","","","","","","","","","","","","3120001099496","","","",""
"株式会社アイメックス","9817623864926","","","","","","","870-0939","大分県大分市中津留二丁目1-1 植木ビル2階","","","","","","","","","","","","","","","7010601040742","","","",""
"Ａｉｍｏｗｌ株式会社","9258652231153","","","","","","","802-0002","福岡県北九州市小倉北区京町三丁目7-1 ガーデンシティ小倉301号","","","","","","","","","","","","","","","2290801007683","","","",""
"株式会社アイユー通商","1455324331532","","","","","","","824-0101","福岡県京都郡みやこ町徳永2681-1","","","","","","","","","","","","","","","5290801016021","","","",""
"株式会社アイランズ","8644211691622","","","","","","","153-0064","東京都目黒区下目黒二丁目16-20","","","","","","","","","","","","","","","9020001098057","","","",""
"株式会社アイランドプロファイル","6347932446153","","","","","","","141-0031","東京都品川区西五反田七丁目13-6 SDI五反田ビル6階","","","","","","","","","","","","","","","3010801000293","","","",""
"ＩＲＩＳ　ＲＡＩＮ株式会社","7460932236171","","","","","","","244-0003","神奈川県横浜市戸塚区戸塚町455","","","","","","","","","","","","","","","9020001111760","","","",""
"株式会社アイリックス","8333814346589","","","","","","","277-0065","千葉県柏市光ケ丘四丁目10-7","","","","","","","","","","","","","","","7040001070817","","","",""
"株式会社アイリンサポート","1000346303260","","","","","","","170-0005","東京都豊島区南大塚三丁目32-10 今井保全ビル4F","","","","","","","","","","","","","","","4013301023425","","","",""
"アイルトレーディング株式会社","2992140628623","","","","","","","542-0081","大阪府大阪市中央区南船場四丁目12-8","","","","","","","","","","","","","","","9120001073256","","","",""
"アイレス株式会社","9198610615036","","","","","","","231-0005","神奈川県横浜市中区本町六丁目52 横浜エクセレントVII8F","","","","","","","","","","","","","","","5020001040749","","","",""
"アイレックス株式会社","4571826741356","","","","","","","101-0044","東京都千代田区鍛冶町一丁目9-11 石川COビル6F","","","","","","","","","","","","","","","2010401078797","","","",""
"アイワインターナショナル株式会社","8643795983163","","","","","","","791-8067","愛媛県松山市古三津六丁目13-18","","","","","","","","","","","","","","","1500001000294","","","",""
"株式会社アイワコーポレーシヨン","3313753774968","","","","","","","540-0037","大阪府大阪市中央区内平野町二丁目2-4","","","","","","","","","","","","","","","9120001073264","","","",""
"愛和食品株式会社","4652076201039","","","","","","","236-0052","神奈川県横浜市金沢区富岡西七丁目38-1","","","","","","","","","","","","","","","2020001005845","","","",""
"アイワ貿易有限会社","7885258279103","","","","","","","655-0009","兵庫県神戸市垂水区小束山手三丁目8-12","","","","","","","","","","","","","","","3120002010528","","","",""
"株式会社アインインターナショナル","5802469338706","","","","","","","110-0005","東京都台東区上野五丁目25-1","","","","","","","","","","","","","","","2010501004364","","","",""
"株式会社アインストーン","2830982829207","","","","","","","540-0024","大阪府大阪市中央区南新町一丁目4-8","","","","","","","","","","","","","","","1120001073271","","","",""
"株式会社アイン貿易","7487878614562","","","","","","","954-0143","新潟県長岡市池之島2160-1","","","","","","","","","","","","","","","9110001030084","","","",""
"株式会社アウトストラーダ東京","5538516096167","","","","","","","105-0004","東京都港区新橋二丁目20-15 新橋駅前ビル1号館4階","","","","","","","","","","","","","","","9020001122262","","","",""
"有限会社アウトバック","5573148642033","","","","","","","020-0401","岩手県盛岡市手代森十六地割27-1","","","","","","","","","","","","","","","8400002004348","","","",""
"株式会社アウトバック","1180724537717","","","","","","","133-0073","東京都江戸川区鹿骨五丁目38-2","","","","","","","","","","","","","","","1011701009286","","","",""
"ＯＵＴＢＲＥＡＫ株式会社","7370046895189","","","","","","","591-8025","大阪府堺市北区長曽根町3065-11 D棟","","","","","","","","","","","","","","","6120101059513","","","",""
"株式会社アウトライド","7515035784434","","","","","","","254-0033","神奈川県平塚市老松町8-15 北村ビル1階","","","","","","","","","","","","","","","1021001050246","","","",""
