"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"青木建設株式会社","9402949217259","","","","","","","082-0021","北海道河西郡芽室町東十一条十丁目1","","","","","","","","","","","","","","","9460101000010","","","",""
"青山工業有限会社","5922089403054","","","","","","","307-0001","茨城県結城市大字結城12234-5","","","","","","","","","","","","","","","2050002044294","","","",""
"赤崎電子有限会社","2845825945908","","","","","","","965-0845","福島県会津若松市門田町工業団地33-1","","","","","","","","","","","","","","","9380002030998","","","",""
"秋田振興建設株式会社","6183566511503","","","","","","","014-0072","秋田県大仙市大曲西根嶋村60","","","","","","","","","","","","","","","9410001007837","","","",""
"有限会社秋芳コスモ","6862297466452","","","","","","","754-0603","山口県美祢市秋芳町別府2721-8","","","","","","","","","","","","","","","2250002007768","","","",""
"有限会社曙化学工業","3205967944914","","","","","","","870-0140","大分県大分市森町西三丁目1-5","","","","","","","","","","","","","","","4320002000540","","","",""
"有限会社アコナ","7227919033057","","","","","","","400-0426","山梨県南アルプス市塚原4-1","","","","","","","","","","","","","","","6090002007070","","","",""
"旭川燃油株式会社","7717742664847","","","","","","","070-0842","北海道旭川市大町二条七丁目21-287","","","","","","","","","","","","","","","4450001000207","","","",""
"旭乾燥剤株式会社","5029862254107","","","","","","","144-0044","東京都大田区本羽田二丁目8-26","","","","","","","","","","","","","","","2010801000022","","","",""
"有限会社朝日興産","4282500541686","","","","","","","894-0062","鹿児島県奄美市名瀬有屋町13-5","","","","","","","","","","","","","","","5340002020585","","","",""
"足立石灰工業株式会社","9077918785328","","","","","","","718-0006","岡山県新見市足立3893","","","","","","","","","","","","","","","3260001019110","","","",""
"芦別たんきょう協同組合","1462026009817","","","","","","","075-0005","北海道芦別市北五条西一丁目11-8","","","","","","","","","","","","","","","9430005007336","","","",""
"株式会社アスカ","9187488843654","","","","","","","106-0032","東京都港区六本木三丁目4-33 マルマン六本木ビル","","","","","","","","","","","","","","","4010401041191","","","",""
"アース工業株式会社","4911610601063","","","","","","","090-0002","北海道北見市昭和49-1","","","","","","","","","","","","","","","3460301000006","","","",""
"株式会社アステック","8251197405926","","","","","","","519-1412","三重県伊賀市下柘植5071","","","","","","","","","","","","","","","9190001009815","","","",""
"アスミック山口株式会社","2945390058097","","","","","","","753-0212","山口県山口市下小鯖373","","","","","","","","","","","","","","","2250001016191","","","",""
"株式会社アスレック","7511778949993","","","","","","","441-1115","愛知県豊橋市石巻本町日名倉3-8","","","","","","","","","","","","","","","7180301004948","","","",""
"株式会社梓建築設計事務所","3016359958735","","","","","","","321-4355","栃木県真岡市上大沼二丁目20-5","","","","","","","","","","","","","","","7060001009235","","","",""
"東道路株式会社","2409081059613","","","","","","","085-0826","北海道釧路市城山一丁目10-5","","","","","","","","","","","","","","","9460001001174","","","",""
"東瀝青建設株式会社","3105801794132","","","","","","","103-0007","東京都中央区日本橋浜町二丁目30-1 KVK日本橋浜町ビル6階","","","","","","","","","","","","","","","4010001035131","","","",""
"有限会社アート・レイン","5507200124702","","","","","","","629-0151","京都府南丹市八木町南広瀬砂子39-2","","","","","","","","","","","","","","","3130002028651","","","",""
"株式会社アドバン","3869671206580","","","","","","","360-0238","埼玉県熊谷市妻沼西一丁目37","","","","","","","","","","","","","","","6030001085536","","","",""
"アブダビ石油株式会社","3738738228869","","","","","","","104-0031","東京都中央区京橋一丁目7-1 TODABUILDING20階","","","","","","","","","","","","","","","4010701018625","","","",""
"阿部鉱油株式会社","4218586958837","","","","","","","963-8061","福島県郡山市富久山町福原鳴神72-3","","","","","","","","","","","","","","","3380001008209","","","",""
"株式会社阿部重組","5095876784397","","","","","","","030-0802","青森県青森市本町一丁目7-5","","","","","","","","","","","","","","","3420001000417","","","",""
"株式会社阿部舗装","3870819283160","","","","","","","041-1231","北海道北斗市向野一丁目4-33","","","","","","","","","","","","","","","4440001004563","","","",""
"天草アスファルト合材販売株式会社","6157066258177","","","","","","","863-0041","熊本県天草市志柿町7013-9","","","","","","","","","","","","","","","7330001015049","","","",""
"有限会社天草医療高圧ガス","1033378341909","","","","","","","863-0046","熊本県天草市亀場町食場906","","","","","","","","","","","","","","","6330002029379","","","",""
"株式会社アメシス","7443406076936","","","","","","","278-0021","千葉県野田市堤根105-10","","","","","","","","","","","","","","","1040001071044","","","",""
"株式会社アライカーボン","3462393667785","","","","","","","866-0034","熊本県八代市新港町三丁目9-2","","","","","","","","","","","","","","","4330001013484","","","",""
"有明アスコン株式会社","7452811948542","","","","","","","869-0236","熊本県玉名市岱明町西照寺893","","","","","","","","","","","","","","","1330001011549","","","",""
"アルゴット株式会社","7627678233414","","","","","","","150-0021","東京都渋谷区恵比寿西二丁目1-3","","","","","","","","","","","","","","","7011001031811","","","",""
"アルビアクト株式会社","4820711481538","","","","","","","336-0931","埼玉県さいたま市緑区原山一丁目6-10 102","","","","","","","","","","","","","","","3030001099456","","","",""
"アロン化成株式会社","4650306699006","","","","","","","105-0003","東京都港区西新橋二丁目8-6 住友不動産日比谷ビル8階","","","","","","","","","","","","","","","4010401097424","","","",""
"淡路アスフアルト工業株式会社","9687309025777","","","","","","","656-2132","兵庫県淡路市志筑新島1-7","","","","","","","","","","","","","","","2140001085033","","","",""
"株式会社　ａｎｇｅｌｏ","1995266409120","","","","","","","515-0001","三重県松阪市大口町1162-386","","","","","","","","","","","","","","","9190001011630","","","",""
"飯田アスコン株式会社","9780876933231","","","","","","","395-0241","長野県飯田市久米2217-4","","","","","","","","","","","","","","","8100001022323","","","",""
"有限会社飯塚商店","3091712462364","","","","","","","121-0832","東京都足立区古千谷本町二丁目7-16","","","","","","","","","","","","","","","4011502006942","","","",""
"株式会社ｅ．オイルサービス","5958030159127","","","","","","","739-0321","広島県広島市安芸区中野六丁目16-14","","","","","","","","","","","","","","","2240001047601","","","",""
"株式会社池内商店","2501398756024","","","","","","","676-0004","兵庫県高砂市荒井町千鳥二丁目14-23","","","","","","","","","","","","","","","1140001043826","","","",""
"株式会社イーコークス","1980298664900","","","","","","","151-0073","東京都渋谷区笹塚一丁目3-15","","","","","","","","","","","","","","","6010601046063","","","",""
"石田道路株式会社","8685618432996","","","","","","","309-1226","茨城県桜川市上野原地新田上野原151-2","","","","","","","","","","","","","","","7010601000812","","","",""
"石巻アスコン株式会社","2436067123957","","","","","","","986-1111","宮城県石巻市鹿又山下西100","","","","","","","","","","","","","","","7370301000184","","","",""
"ＥＥＪＡ株式会社","4544578210753","","","","","","","103-0025","東京都中央区日本橋茅場町二丁目6-6","","","","","","","","","","","","","","","7010001061843","","","",""
"株式会社イースタン・マックス","7097293691579","","","","","","","224-0053","神奈川県横浜市都筑区池辺町4702","","","","","","","","","","","","","","","8020001008462","","","",""
"イズム鉱業株式会社","6329931719501","","","","","","","373-0851","群馬県太田市飯田町1547 OTAスクエアビル7F","","","","","","","","","","","","","","","2070001021078","","","",""
"伊勢舗装工業株式会社","9848075141788","","","","","","","519-0425","三重県度会郡玉城町岩出397-1","","","","","","","","","","","","","","","5190001006493","","","",""
"有限会社磯山建装工業","3192415632671","","","","","","","304-0004","茨城県下妻市大木1799","","","","","","","","","","","","","","","2050002016855","","","",""
"有限会社一色","2257202511131","","","","","","","093-0082","北海道網走市北十二条西二丁目1-5","","","","","","","","","","","","","","","6460302004201","","","",""
"出光ＮＴＧ株式会社","6060054830355","","","","","","","212-0013","神奈川県川崎市幸区堀川町580","","","","","","","","","","","","","","","5120001072749","","","",""
"出光興産株式会社","3246895938282","","","","","","","100-0004","東京都千代田区大手町一丁目2-1","","","","","","","","","","","","","","","9010001011318","","","",""
"出光ルブテクノ株式会社","6430607207565","","","","","","","210-0006","神奈川県川崎市川崎区砂子一丁目8-1 川崎室町ビル8階","","","","","","","","","","","","","","","5020001075539","","","",""
"伊那協同アスコン株式会社","7355608438501","","","","","","","396-0013","長野県伊那市下新田2966","","","","","","","","","","","","","","","3100001020595","","","",""
"井上道路株式会社","7182806563432","","","","","","","370-0857","群馬県高崎市上佐野町407","","","","","","","","","","","","","","","6070001006216","","","",""
"いわき道路株式会社","6456112999844","","","","","","","971-8184","福島県いわき市泉町黒須野砂利59","","","","","","","","","","","","","","","9380001012320","","","",""
"岩手金ケ崎ガス株式会社","9492368427061","","","","","","","029-4503","岩手県胆沢郡金ケ崎町西根町裏45-1","","","","","","","","","","","","","","","3400601000462","","","",""
"岩野礦油株式会社","4131189479363","","","","","","","806-0001","福岡県北九州市八幡西区築地町21-36","","","","","","","","","","","","","","","8290801009641","","","",""
"株式会社ウィル湘南","4286089453920","","","","","","","254-0014","神奈川県平塚市四之宮六丁目8-7","","","","","","","","","","","","","","","3021001036193","","","",""
"上田化学工業株式会社","6607171405063","","","","","","","633-0076","奈良県桜井市大字大泉454","","","","","","","","","","","","","","","9150001009232","","","",""
"宇城舗装株式会社","2361544501117","","","","","","","869-0511","熊本県宇城市松橋町曲野825-1","","","","","","","","","","","","","","","3330001012685","","","",""
"株式会社宇佐合材","3917819277970","","","","","","","879-0474","大分県宇佐市大字山下1345-1","","","","","","","","","","","","","","","5320001007593","","","",""
"内田化工株式会社","9346237631544","","","","","","","120-0015","東京都足立区足立一丁目29-18","","","","","","","","","","","","","","","2011801006199","","","",""
"内田工業株式会社","2883508193674","","","","","","","712-8052","岡山県倉敷市松江三丁目2-46","","","","","","","","","","","","","","","6260001012574","","","",""
"宇部アスコン株式会社","3680906224384","","","","","","","757-0216","山口県宇部市大字船木簑田2372","","","","","","","","","","","","","","","3250001016190","","","",""
"ヴアーデン販売株式会社","1972694831439","","","","","","","143-0016","東京都大田区大森北六丁目23-20 コスモ大森1F","","","","","","","","","","","","","","","9010801001187","","","",""
"有限会社ヴェルデ・トレーディング","2475715498307","","","","","","","920-0002","石川県金沢市千木一丁目33-1","","","","","","","","","","","","","","","9220002001288","","","",""
"エア・ウォーター株式会社","8216844955802","","","","","","","542-0081","大阪府大阪市中央区南船場二丁目12-8 エア・ウォータービル","","","","","","","","","","","","","","","1430001009475","","","",""
"エア・ウォーター・グリーンデザイン株式会社","6649652256293","","","","","","","105-0001","東京都港区虎ノ門三丁目18-19 UD神谷町ビル8階","","","","","","","","","","","","","","","4010401028627","","","",""
"有限会社エーアールマルゼン","8218888133303","","","","","","","763-0071","香川県丸亀市田村町1220-4","","","","","","","","","","","","","","","9470002016765","","","",""
"エイ・エックス株式会社","3023377745961","","","","","","","950-0871","新潟県新潟市東区山木戸下屋敷1500-17","","","","","","","","","","","","","","","2110001028184","","","",""
"株式会社エイ・エム・シー","6201051349708","","","","","","","121-0836","東京都足立区入谷七丁目11-12","","","","","","","","","","","","","","","9011801006250","","","",""
"株式会社栄光社","4010592320638","","","","","","","607-8141","京都府京都市山科区東野北井ノ上町7-1","","","","","","","","","","","","","","","5130001012398","","","",""
"株式会社ＡＯＬＳ","7179928683966","","","","","","","105-0004","東京都港区新橋六丁目22-8","","","","","","","","","","","","","","","3010401123172","","","",""
"株式会社エーケイエスコンサルタント","2656383389517","","","","","","","116-0003","東京都荒川区南千住五丁目9-6 503号","","","","","","","","","","","","","","","3011501006622","","","",""
"株式会社エコＥＲＣ","1979321659772","","","","","","","080-0802","北海道帯広市東二条南二十九丁目2-6","","","","","","","","","","","","","","","7460101004178","","","",""
"株式会社エコアース","1003836415937","","","","","","","070-0081","北海道旭川市亀吉一条二丁目3-10","","","","","","","","","","","","","","","1450001006149","","","",""
"株式会社エコライフ","8031148757778","","","","","","","514-1138","三重県津市戸木町5449-3","","","","","","","","","","","","","","","4190001022962","","","",""
"株式会社エース","8607848419690","","","","","","","770-8011","徳島県徳島市論田町新開66-100","","","","","","","","","","","","","","","3480001000270","","","",""
"エス・エフ産業有限会社","7477984102054","","","","","","","591-8042","大阪府堺市北区大豆塚町一丁24-11","","","","","","","","","","","","","","","4120102000683","","","",""
"株式会社ＳＬ化学研究所","4166159603008","","","","","","","713-8112","岡山県倉敷市玉島陶5450","","","","","","","","","","","","","","","8260001016078","","","",""
"有限会社エスカレラ横浜","3709338993593","","","","","","","245-0007","神奈川県横浜市泉区桂坂13-8","","","","","","","","","","","","","","","5310002009870","","","",""
"エスティーティー株式会社","8724269299494","","","","","","","257-0017","神奈川県秦野市立野台二丁目6-1","","","","","","","","","","","","","","","8010701022755","","","",""
"有限会社エス・ティロード","6615617855773","","","","","","","920-0356","石川県金沢市専光寺町そ83","","","","","","","","","","","","","","","1220002001436","","","",""
"株式会社エスプラス","1578937496682","","","","","","","409-0121","山梨県上野原市四方津406","","","","","","","","","","","","","","","1090001008669","","","",""
"株式会社エーゼット","7475937197785","","","","","","","577-0065","大阪府東大阪市高井田中三丁目1-11","","","","","","","","","","","","","","","8122001001057","","","",""
"エタシマガス株式会社","8936290480362","","","","","","","737-2301","広島県江田島市能美町中町4433-1","","","","","","","","","","","","","","","7240001047992","","","",""
"ＮＳスチレンモノマー株式会社","2387420826431","","","","","","","103-0027","東京都中央区日本橋一丁目13-1 日鉄日本橋ビル","","","","","","","","","","","","","","","7010001141604","","","",""
"ＥＮＥＯＳ株式会社","6711352845723","","","","","","","100-0004","東京都千代田区大手町一丁目1-2","","","","","","","","","","","","","","","4010001133876","","","",""
"ＥＮＥＯＳ　ＳＨ合同会社","8362274252604","","","","","","","100-0004","東京都千代田区大手町一丁目1-2","","","","","","","","","","","","","","","1020003007221","","","",""
"ＥＮＥＯＳ男鹿株式会社","8920251783661","","","","","","","010-0511","秋田県男鹿市船川港船川芦沢162-1","","","","","","","","","","","","","","","4410001004161","","","",""
"ＥＮＥＯＳグローブ株式会社","2991431823407","","","","","","","100-0014","東京都千代田区永田町二丁目11-1 山王パークタワー15F","","","","","","","","","","","","","","","1010001090889","","","",""
"ＥＮＥＯＳ和歌山石油精製株式会社","2269154705000","","","","","","","642-0034","和歌山県海南市藤白758","","","","","","","","","","","","","","","5170001005852","","","",""
"エネポ愛媛株式会社","1759985467153","","","","","","","790-0932","愛媛県松山市東石井五丁目11-26","","","","","","","","","","","","","","","4500001005126","","","",""
"エバークリーン株式会社","1689909123253","","","","","","","100-0005","東京都千代田区丸の内二丁目3-2 郵船ビル","","","","","","","","","","","","","","","2040001072446","","","",""
"エバーケミカル工業株式会社","6849991027439","","","","","","","587-0062","大阪府堺市美原区太井360-11","","","","","","","","","","","","","","","3120101021401","","","",""
"有限会社愛媛工潤","9121645669012","","","","","","","791-0214","愛媛県東温市南野田26-2","","","","","","","","","","","","","","","7500002009528","","","",""
"株式会社エフイ石灰工業所","4905879319818","","","","","","","811-0120","福岡県糟屋郡新宮町中央駅前一丁目8-14","","","","","","","","","","","","","","","5290001036547","","","",""
"株式会社エム・アイ・シー","6770844801943","","","","","","","556-0022","大阪府大阪市浪速区桜川四丁目11-21","","","","","","","","","","","","","","","2120001040238","","","",""
"ＭＴエチレンカーボネート株式会社","2318715410960","","","","","","","105-0003","東京都港区西新橋一丁目14-1","","","","","","","","","","","","","","","7010401088643","","","",""
"株式会社エムテーシー","1900710142513","","","","","","","270-0032","千葉県松戸市新松戸北一丁目1","","","","","","","","","","","","","","","4040001037430","","","",""
"株式会社エムテック","5023698645245","","","","","","","551-0023","大阪府大阪市大正区鶴町三丁目11-10","","","","","","","","","","","","","","","6120001116562","","","",""
"オイルケミカルサービス株式会社","4858075359432","","","","","","","999-7762","山形県東田川郡庄内町家根合中荒田33-2","","","","","","","","","","","","","","","1390001006808","","","",""
"有限会社オイルハウス","3062331007167","","","","","","","889-2152","宮崎県宮崎市学園木花台北二丁目9-13","","","","","","","","","","","","","","","7350002000873","","","",""
"オイルメンテナンスサービス株式会社","1056981379174","","","","","","","742-0344","山口県岩国市玖珂町1074-20","","","","","","","","","","","","","","","4250001011876","","","",""
"有限会社オイルメンテナンス新潟","7517168016102","","","","","","","950-0063","新潟県新潟市東区上王瀬町1-50","","","","","","","","","","","","","","","2110002001413","","","",""
"有限会社オイル・リサイクル","5189039402356","","","","","","","889-0512","宮崎県延岡市新浜町二丁目8935-70","","","","","","","","","","","","","","","8350002011829","","","",""
"扇島石油基地株式会社","4869547057314","","","","","","","210-0866","神奈川県川崎市川崎区水江町3-1","","","","","","","","","","","","","","","7020001016838","","","",""
"大分舗材株式会社","4460608776953","","","","","","","879-7501","大分県大分市大字竹中 大六1146番地","","","","","","","","","","","","","","","5320001015200","","","",""
"株式会社大内","9122185679386","","","","","","","334-0012","埼玉県川口市八幡木三丁目15-1","","","","","","","","","","","","","","","9030001073091","","","",""
"有限会社大倉屋油店","2109754317187","","","","","","","124-0022","東京都葛飾区奥戸一丁目21-2","","","","","","","","","","","","","","","6011802001360","","","",""
"大阪化成株式会社","2677639871384","","","","","","","555-0041","大阪府大阪市西淀川区中島二丁目6-11","","","","","","","","","","","","","","","6120001050919","","","",""
"大阪ガスリキッド株式会社","7425016254413","","","","","","","541-0041","大阪府大阪市中央区北浜四丁目7-19 住友ビルディング第3号館5階","","","","","","","","","","","","","","","2120001092080","","","",""
"大阪国際石油精製株式会社","6860871213571","","","","","","","299-0108","千葉県市原市千種海岸1","","","","","","","","","","","","","","","9120101029579","","","",""
"大阪石油化学株式会社","1645876975540","","","","","","","104-0028","東京都中央区八重洲二丁目2-1","","","","","","","","","","","","","","","3010401058385","","","",""
"株式会社大阪ソーダ","4892748013150","","","","","","","530-0001","大阪府大阪市北区梅田三丁目2-2 JPタワー大阪19階","","","","","","","","","","","","","","","4120001049013","","","",""
"大澤ワックス株式会社","7680042291359","","","","","","","451-0045","愛知県名古屋市西区名駅二丁目27-8 名古屋プライムセントラルタワー8階","","","","","","","","","","","","","","","3180001009920","","","",""
"大島舗材株式会社","1494184135416","","","","","","","894-0008","鹿児島県奄美市名瀬大字浦上小又1023-40","","","","","","","","","","","","","","","5340001010562","","","",""
"大田化成株式会社","2122351844199","","","","","","","230-0002","神奈川県横浜市鶴見区江ケ崎町6-21","","","","","","","","","","","","","","","2020001016867","","","",""
"太田建設株式会社","1818124808038","","","","","","","036-8333","青森県弘前市大字若党町45-1","","","","","","","","","","","","","","","9420001008909","","","",""
"有限会社太田燃料","8259900188993","","","","","","","434-0037","静岡県浜松市浜名区沼21","","","","","","","","","","","","","","","7080402014815","","","",""
"邑智プロパン有限会社","1371138842179","","","","","","","699-4701","島根県邑智郡美郷町浜原389-1","","","","","","","","","","","","","","","4280002009512","","","",""
"株式会社大坪建設","1396632358424","","","","","","","897-0133","鹿児島県南九州市川辺町下山田2555-1","","","","","","","","","","","","","","","7340001012953","","","",""
"株式会社大林興業","4349499609207","","","","","","","370-3521","群馬県高崎市棟高町1194-7","","","","","","","","","","","","","","","6070001009383","","","",""
"大林道路株式会社","5986931692450","0","1","2025/02/19","0","","https://www.obayashi-road.co.jp/","108-0075","東京都港区港南二丁目15-1 品川インターシティA棟","03-3295-8860","代表取締役社長","安孫子　敬美","建設","総合建設","製造","石油製品、石炭製品製造","1,000 ～ 3,000","1,000,000 ～ 10,000,000","100,000 ～ 300,000","2025/03","1933/08","1933/08","非公開","4010601028815","上下水道工事,建築工事,コンサルティング業務,労働者派遣業務,敷地造成工事,道路工事,土木工事,舗装工事,産業廃棄物収集運搬,高速道路建設,アスファルト合材卸売,公共施設管理,一般廃棄物処分,公共施設建設,建設機械販売,アスファルト合材製造,住宅資材卸売,産業廃棄物処分,下水道工事,空港工事,一般廃棄物収集運搬,道路,企業サイト,舗装","2026新卒募集企業,2027新卒インターン募集企業,2027新卒募集企業,ISO認定取得企業,SNSツール利用,中途採用企業,全省庁統一資格保有企業,営業職募集企業,売上1000億以上,売上300億円以上,売上50億円以上,展示会その他,展示会ニュース発表企業,展示会全体,従業員500人以上,特許出願企業,省エネ法対象業者","Display & Video 360,Elastic Load Balancing,Google Fonts,Google アナリティクス,Google カスタム検索エンジン,jQuery",""
"大町アスコン株式会社","3752726585172","","","","","","","398-0004","長野県大町市常盤貝原6906-151","","","","","","","","","","","","","","","1100001017197","","","",""
"大嶺日の丸燃料株式会社","8811063815295","","","","","","","759-2213","山口県美祢市大嶺町西分268","","","","","","","","","","","","","","","6250001004283","","","",""
"株式会社大矢油化","2205445943390","","","","","","","945-0066","新潟県柏崎市西本町三丁目9-19","","","","","","","","","","","","","","","8110001017181","","","",""
"岡﨑共同株式会社","2846702879778","","","","","","","703-8237","岡山県岡山市中区森下町1-14","","","","","","","","","","","","","","","6260001001536","","","",""
"岡山アスコン株式会社","3641683831824","","","","","","","701-0206","岡山県岡山市南区箕島2597","","","","","","","","","","","","","","","3260001000937","","","",""
"沖縄道路株式会社","9662223240814","","","","","","","905-0019","沖縄県名護市大北四丁目27-75","","","","","","","","","","","","","","","3360001012063","","","",""
"株式会社沖舗","2443432408229","","","","","","","904-2142","沖縄県沖縄市字登川3395-1","","","","","","","","","","","","","","","7360001007241","","","",""
"オクサリスケミカルズ株式会社","2003782361293","","","","","","","100-0013","東京都千代田区霞が関三丁目2-5 霞が関ビルディング7階","","","","","","","","","","","","","","","9010401012907","","","",""
"株式会社奥津石油","4312804276223","","","","","","","270-0145","千葉県流山市名都借1015","","","","","","","","","","","","","","","3010601020500","","","",""
"オサダ技研株式会社","3751858687613","","","","","","","543-0021","大阪府大阪市天王寺区東高津町9-17","","","","","","","","","","","","","","","8120001076516","","","",""
"オザワ工業株式会社","5427834672617","","","","","","","546-0041","大阪府大阪市東住吉区桑津一丁目28-4","","","","","","","","","","","","","","","3120001009348","","","",""
"小澤製油化学有限会社","7474214770600","","","","","","","708-0015","岡山県津山市神戸167","","","","","","","","","","","","","","","4260002027961","","","",""
"株式会社オーシャン","5876544060952","","","","","","","262-0005","千葉県千葉市花見川区こてはし台三丁目22-5","","","","","","","","","","","","","","","5040001012242","","","",""
"オスカ化学株式会社","3227937993691","","","","","","","412-0012","静岡県御殿場市増田116","","","","","","","","","","","","","","","1080101004404","","","",""
"尾花建設株式会社","8575531841056","","","","","","","839-0811","福岡県久留米市山川神代一丁目4-3","","","","","","","","","","","","","","","9290001048522","","","",""
"有限会社オブ・エレメンツ・テクニカル","2549128457647","","","","","","","914-0131","福井県敦賀市公文名80-141-16","","","","","","","","","","","","","","","7210002010143","","","",""
"株式会社オーブテック","8158973426418","","","","","","","444-0071","愛知県岡崎市稲熊町向畑74-7","","","","","","","","","","","","","","","2180301027301","","","",""
"株式会社カイシン","6505915412776","","","","","","","406-0835","山梨県笛吹市八代町米倉1417-1","","","","","","","","","","","","","","","8090001005949","","","",""
"カイセキ産業株式会社","8729698212979","","","","","","","642-0034","和歌山県海南市藤白758","","","","","","","","","","","","","","","6170001005471","","","",""
"株式会社海保技研","8054594885661","","","","","","","242-0025","神奈川県大和市代官三丁目16-5","","","","","","","","","","","","","","","1021001025058","","","",""
"加賀アスコン株式会社","1791639559588","","","","","","","923-1278","石川県能美郡川北町字朝日1","","","","","","","","","","","","","","","7220001008765","","","",""
"有限会社鹿児島廃油処理センター","7713350904143","","","","","","","891-0131","鹿児島県鹿児島市谷山港三丁目2-3","","","","","","","","","","","","","","","2340002002982","","","",""
"有限会社笠間商事","8976250430942","","","","","","","262-0032","千葉県千葉市花見川区幕張町五丁目483-15","","","","","","","","","","","","","","","9040002002775","","","",""
"鹿島アロマティックス株式会社","2594305262171","","","","","","","100-0004","東京都千代田区大手町一丁目1-2","","","","","","","","","","","","","","","5010001134064","","","",""
"鹿島液化ガス共同備蓄株式会社","1205645465801","","","","","","","314-0116","茨城県神栖市奥野谷6223-65","","","","","","","","","","","","","","","2010001040348","","","",""
"鹿島ケミカル株式会社","9115146039543","","","","","","","314-0102","茨城県神栖市東和田30","","","","","","","","","","","","","","","3050001020568","","","",""
"鹿島石油株式会社","3076562383097","","","","","","","100-0004","東京都千代田区大手町一丁目1-2","","","","","","","","","","","","","","","2010001134141","","","",""
"有限会社加治商店","2438796999676","","","","","","","934-0013","富山県射水市立町15-5","","","","","","","","","","","","","","","1230002013653","","","",""
"華盛国際株式会社","5133424668803","","","","","","","130-0025","東京都墨田区千歳二丁目8-14","","","","","","","","","","","","","","","3010001178071","","","",""
"風吹共同アスコン株式会社","4829914350459","","","","","","","649-6201","和歌山県岩出市押川455-1","","","","","","","","","","","","","","","2170001007760","","","",""
"片岡建材建設株式会社","5915609412905","","","","","","","672-8075","兵庫県姫路市飾磨区思案橋90-3","","","","","","","","","","","","","","","9140001058313","","","",""
"有限会社カタヤマ","3088991604807","","","","","","","806-0001","福岡県北九州市八幡西区築地町16-38","","","","","","","","","","","","","","","6290802013677","","","",""
"鹿角アスコン協同組合","7496617272655","","","","","","","018-5201","秋田県鹿角市花輪雁府51-4","","","","","","","","","","","","","","","8410005003461","","","",""
"家庭化学工業株式会社","9920050215327","","","","","","","584-0021","大阪府富田林市中野町一丁目638-1","","","","","","","","","","","","","","","1120101031369","","","",""
"株式会社加藤商店","5153553556994","","","","","","","289-1503","千葉県山武市松尾町谷津2","","","","","","","","","","","","","","","1040001058108","","","",""
"加藤道路株式会社","2473924081584","","","","","","","979-2324","福島県南相馬市鹿島区川子滝沢174","","","","","","","","","","","","","","","8380001015588","","","",""
"有限会社加藤油研","7810856004941","","","","","","","444-1321","愛知県高浜市稗田町五丁目8-21","","","","","","","","","","","","","","","2180302020445","","","",""
"角出石油株式会社","1771678726968","","","","","","","922-0331","石川県加賀市動橋町ネ22","","","","","","","","","","","","","","","1220001013102","","","",""
"神奈川オイルサービス株式会社","8363495661355","","","","","","","245-0063","神奈川県横浜市戸塚区原宿三丁目57-2-8 106号","","","","","","","","","","","","","","","3020001007279","","","",""
