"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"株式会社アイアールエフ","4183696372487","","","","","","","037-0053","青森県五所川原市字布屋町2","","","","","","","","","","","","","","","8420001014016","","","",""
"アイ・アール・ティー株式会社","1681049241320","","","","","","","470-0162","愛知県愛知郡東郷町大字春木岩ケ根8","","","","","","","","","","","","","","","5180001067454","","","",""
"株式会社アイアン","4425165023016","","","","","","","302-0119","茨城県守谷市御所ケ丘三丁目16-2","","","","","","","","","","","","","","","1050001027680","","","",""
"株式会社アイアン工業","8365648217541","","","","","","","491-0923","愛知県一宮市大和町氏永南山割18-1","","","","","","","","","","","","","","","7180001081899","","","",""
"アイアン鋳設株式会社","2161860460572","","","","","","","658-0082","兵庫県神戸市東灘区魚崎北町二丁目5-18","","","","","","","","","","","","","","","4140001000923","","","",""
"株式会社アイ・アンド・ティー","2630743522398","","","","","","","483-8012","愛知県江南市般若町東山402","","","","","","","","","","","","","","","7180001087327","","","",""
"株式会社Ｉｒｏｎ　Ｗｏｒｋｓ　Ｏｒｉｏ","1782272063793","","","","","","","807-0141","福岡県遠賀郡芦屋町山鹿74-3","","","","","","","","","","","","","","","5290801025848","","","",""
"株式会社アイアンワークスナカムラ","5832638121492","","","","","","","804-0077","福岡県北九州市戸畑区牧山海岸2-23","","","","","","","","","","","","","","","8290801007736","","","",""
"株式会社アイ・イーエス","7312938338833","","","","","","","975-0038","福島県南相馬市原町区日の出町563","","","","","","","","","","","","","","","5380001015475","","","",""
"株式会社ＩＥＣ","6295370505857","","","","","","","465-0024","愛知県名古屋市名東区本郷二丁目160","","","","","","","","","","","","","","","9180001002622","","","",""
"愛一工業株式会社","7376023481980","","","","","","","350-1175","埼玉県川越市大字笠幡2716-1","","","","","","","","","","","","","","","8030001056741","","","",""
"株式会社ＩＥＴ","7143830741713","","","","","","","570-0003","大阪府守口市大日町四丁目2-15","","","","","","","","","","","","","","","3120001160209","","","",""
"有限会社アイ植工業","6574504059878","","","","","","","722-0202","広島県尾道市原田町梶山田1642-7","","","","","","","","","","","","","","","6240002049964","","","",""
"株式会社アイエー","8837202638869","","","","","","","252-0216","神奈川県相模原市中央区清新五丁目14-20","","","","","","","","","","","","","","","5021001011005","","","",""
"株式会社アイエイアイ","6528348221815","","","","","","","424-0114","静岡県静岡市清水区庵原町1210","","","","","","","","","","","","","","","4080001007512","","","",""
"愛栄互機株式会社","5275170880199","","","","","","","481-0006","愛知県北名古屋市熊之庄牛流58","","","","","","","","","","","","","","","6180001075530","","","",""
"相栄産業株式会社","1481470957860","","","","","","","955-0861","新潟県三条市北新保二丁目4-32","","","","","","","","","","","","","","","6110001013810","","","",""
"アイ・エイ・シー株式会社","3980555054580","","","","","","","225-0014","神奈川県横浜市青葉区荏田西一丁目1-10","","","","","","","","","","","","","","","4021001014784","","","",""
"アイエイチ株式会社","4712147744812","","","","","","","601-8353","京都府京都市南区吉祥院這登中町54","","","","","","","","","","","","","","","5130001000072","","","",""
"株式会社ＩＨＩ","1844696635811","","","","","","","135-0061","東京都江東区豊洲三丁目1-1 豊洲IHIビル","","","","","","","","","","","","","","","4010601031604","","","",""
"株式会社ＩＨＩアグリテック","6977954507014","","","","","","","066-0077","北海道千歳市上長都1061-2","","","","","","","","","","","","","","","7100001016929","","","",""
"株式会社ＩＨＩ回転機械エンジニアリング","3660673598282","","","","","","","135-0062","東京都江東区東雲一丁目7-12","","","","","","","","","","","","","","","6010601036378","","","",""
"株式会社ＩＨＩ回転機械製造","3569186233833","","","","","","","954-0145","新潟県長岡市大口5550-2","","","","","","","","","","","","","","","4010001043497","","","",""
"株式会社ＩＨＩ機械システム","7462792179679","","","","","","","135-0061","東京都江東区豊洲三丁目1-1 豊洲IHIビル","","","","","","","","","","","","","","","4010401094660","","","",""
"株式会社ＩＨＩターボ","6062873940630","","","","","","","399-5502","長野県木曽郡大桑村大字須原1417","","","","","","","","","","","","","","","5010601034498","","","",""
"株式会社ＩＨＩターボサービス","2796396625215","","","","","","","235-0031","神奈川県横浜市磯子区新中原町1","","","","","","","","","","","","","","","2020001105158","","","",""
"株式会社IHIパーキングスクエア","9914218982107","","","","","","","103-0000","東京都中央区明町8-1","","","","","","","","","","","","","","","8010001036712","","","",""
"株式会社ＩＨＩフォイトペーパーテクノロジー","2106693122561","","","","","","","104-0051","東京都中央区佃一丁目6","","","","","","","","","","","","","","","3010001073421","","","",""
"株式会社ＩＨＩポールワース","1565709104454","","","","","","","135-0061","東京都江東区豊洲三丁目3-3 豊洲センタービル9階","","","","","","","","","","","","","","","3010601043492","","","",""
"有限会社ＩＨＳ","3032909122351","","","","","","","418-0001","静岡県富士宮市万野原新田3089-10","","","","","","","","","","","","","","","3080102017700","","","",""
"株式会社ＩＨＳ","6539771670864","","","","","","","401-0512","山梨県南都留郡忍野村内野999","","","","","","","","","","","","","","","5090001010761","","","",""
"株式会社アイエス","5168177172880","","","","","","","731-0103","広島県広島市安佐南区緑井三丁目21-22","","","","","","","","","","","","","","","7240001000092","","","",""
"株式会社アイ・エス","5341815740637","","","","","","","708-0331","岡山県苫田郡鏡野町布原297-8","","","","","","","","","","","","","","","1260001019475","","","",""
"株式会社アイ・エス","5114790871757","","","","","","","561-0805","大阪府豊中市原田南一丁目18-18","","","","","","","","","","","","","","","5120901022563","","","",""
"株式会社アイ・エス・アイ","8989965823021","","","","","","","879-1504","大分県速見郡日出町大字大神4642-1","","","","","","","","","","","","","","","4320001008337","","","",""
"株式会社ＩＳＩ製作所","8376432090086","","","","","","","426-0007","静岡県藤枝市潮329-14","","","","","","","","","","","","","","","5080001018599","","","",""
"有限会社Ｉ・ＳＥ","3697268063565","","","","","","","321-0982","栃木県宇都宮市御幸ケ原町119-25","","","","","","","","","","","","","","","8060002011767","","","",""
"アイ・エス・イーオフィスサプライ株式会社","9636709851003","","","","","","","416-0946","静岡県富士市五貫島637","","","","","","","","","","","","","","","5080101008021","","","",""
"株式会社ＩＳＥジャパン","2454519231883","","","","","","","101-0036","東京都千代田区神田北乗物町16 英ビル4階-B","","","","","","","","","","","","","","","1010001148019","","","",""
"有限会社アイ・エス・エー","1633399633006","","","","","","","458-0915","愛知県名古屋市緑区野末町702","","","","","","","","","","","","","","","8180002025268","","","",""
"株式会社アイエスエー","3775422843838","","","","","","","632-0098","奈良県天理市南六条町79-1","","","","","","","","","","","","","","","5150001000005","","","",""
"有限会社アイ・エス・エス","6886066818864","","","","","","","924-0821","石川県白山市木津町1121-1","","","","","","","","","","","","","","","9220002000281","","","",""
"株式会社アイエスエス","1097050403468","","","","","","","417-0061","静岡県富士市伝法2866-13","","","","","","","","","","","","","","","5080101018391","","","",""
"株式会社ＩＳＳアートマーク","7891330220639","","","","","","","720-2113","広島県福山市神辺町旭丘51","","","","","","","","","","","","","","","6240001033052","","","",""
"株式会社ＩＳＳダイニチ","2469952421111","","","","","","","509-0249","岐阜県可児市姫ケ丘一丁目22","","","","","","","","","","","","","","","4200001017928","","","",""
"株式会社ＩＳＳ西川機械","2469530961576","","","","","","","431-2102","静岡県浜松市浜名区都田町9593-1","","","","","","","","","","","","","","","5080401003845","","","",""
"株式会社ＩＳＳ山崎機械","3973504396603","","","","","","","520-3203","滋賀県湖南市日枝町3-2","","","","","","","","","","","","","","","9160001004975","","","",""
"株式会社アイ・エス・エム","1389649550858","","","","","","","338-0836","埼玉県さいたま市桜区町谷三丁目16-5","","","","","","","","","","","","","","","7030001010162","","","",""
"株式会社アイエスエンジニアリング","1978066722518","","","","","","","949-7137","新潟県南魚沼市上原400-3","","","","","","","","","","","","","","","8110001026133","","","",""
"アイエスエンジニアリング株式会社","5387556793362","","","","","","","372-0022","群馬県伊勢崎市日乃出町711-3","","","","","","","","","","","","","","","6070001013022","","","",""
"アイエス機械株式会社","2273724076143","","","","","","","672-8079","兵庫県姫路市飾磨区今在家1128-7","","","","","","","","","","","","","","","9140001057430","","","",""
"株式会社アイ・エス・グラフィック","2184702437651","","","","","","","389-0514","長野県東御市加沢1346-3","","","","","","","","","","","","","","","3100001010737","","","",""
"ＩＳＫ株式会社","9328252163481","","","","","","","446-0008","愛知県安城市今本町長根118-1","","","","","","","","","","","","","","","4180301016533","","","",""
"ＩＳＫ株式会社","5582301463088","","","","","","","438-0045","静岡県磐田市上岡田480-1","","","","","","","","","","","","","","","1080401015695","","","",""
"アイエス鋼業株式会社","3450846319089","","","","","","","637-0004","奈良県五條市今井四丁目2017-13","","","","","","","","","","","","","","","3150001015392","","","",""
"株式会社アイエス工業所","9297507840848","","","","","","","536-0013","大阪府大阪市城東区鴫野東三丁目5-13","","","","","","","","","","","","","","","3120001014133","","","",""
"有限会社アイエス・サポート","3748715618682","","","","","","","970-8021","福島県いわき市平中神谷瀬戸22","","","","","","","","","","","","","","","5380002027206","","","",""
"アイエス産業株式会社","6014940679708","","","","","","","573-1178","大阪府枚方市渚西一丁目28-6","","","","","","","","","","","","","","","9120001147299","","","",""
"有限会社アイエス産業","1139110913993","","","","","","","491-0051","愛知県一宮市今伊勢町馬寄志水3-4","","","","","","","","","","","","","","","8180002075453","","","",""
"有限会社アイエス産業","7822685294949","","","","","","","536-0006","大阪府大阪市城東区野江二丁目21-19","","","","","","","","","","","","","","","2120002007632","","","",""
"ＩＳＣ株式会社","5272558914111","","","","","","","343-0022","埼玉県越谷市東大沢二丁目16-17","","","","","","","","","","","","","","","2030001068379","","","",""
"有限会社アイエスシー","8529513951582","","","","","","","130-0012","東京都墨田区太平四丁目9-10 1001号","","","","","","","","","","","","","","","2010602023395","","","",""
"アイ・エス・シー工業株式会社","1301065875416","","","","","","","655-0861","兵庫県神戸市垂水区下畑町神ノ脇429-1","","","","","","","","","","","","","","","4140001018131","","","",""
"株式会社ＩＳＪ","8672584090197","","","","","","","491-0201","愛知県一宮市奥町三出105-1","","","","","","","","","","","","","","","2180001105076","","","",""
"株式会社アイ・エス・ジェイ","9729969708991","","","","","","","441-8104","愛知県豊橋市山田二番町93-15","","","","","","","","","","","","","","","5180301008496","","","",""
"アイエススプリンクラー株式会社","2973451691777","","","","","","","648-0003","和歌山県橋本市隅田町山内1691-5","","","","","","","","","","","","","","","7170001010586","","","",""
"アイエス精巧株式会社","8013759511950","","","","","","","339-0072","埼玉県さいたま市岩槻区大字古ケ場727-11","","","","","","","","","","","","","","","2030001017716","","","",""
"有限会社アイ・エス・テイ","9918320819103","","","","","","","508-0006","岐阜県中津川市落合1164-2","","","","","","","","","","","","","","","7200002023146","","","",""
"アイエステクノ株式会社","7859486865846","","","","","","","702-8044","岡山県岡山市南区福島三丁目3-37","","","","","","","","","","","","","","","3260001010093","","","",""
"有限会社アイエステック","8993339684942","","","","","","","373-0019","群馬県太田市吉沢町1700","","","","","","","","","","","","","","","2070002032322","","","",""
"アイエスディ工業株式会社","4820622192487","","","","","","","457-0863","愛知県名古屋市南区豊四丁目14-25","","","","","","","","","","","","","","","4180001013921","","","",""
"株式会社ＩＳ　ＤＥＳＩＧＮ","4546919735983","","","","","","","581-0024","大阪府八尾市二俣二丁目232","","","","","","","","","","","","","","","8122001022417","","","",""
"株式会社アイエスト","9696086808939","","","","","","","334-0011","埼玉県川口市三ツ和一丁目4-5","","","","","","","","","","","","","","","1030001073041","","","",""
"株式会社アイエスパイピング","1601330764936","","","","","","","389-0512","長野県東御市滋野乙1363-8","","","","","","","","","","","","","","","6100001010701","","","",""
"株式会社アイエスピー","4159462316602","","","","","","","264-0017","千葉県千葉市若葉区加曽利町975-30","","","","","","","","","","","","","","","5010601027386","","","",""
"株式会社アイエスブイ・ジャパン","1302861049488","","","","","","","102-0083","東京都千代田区麴町三丁目7-4 秩父屋ビル","","","","","","","","","","","","","","","6020001093762","","","",""
"有限会社アイエスマック","1071652433967","","","","","","","940-2147","新潟県長岡市新陽二丁目14","","","","","","","","","","","","","","","4110002026739","","","",""
"株式会社ＩＳ村井工業","1514551930608","","","","","","","577-0063","大阪府東大阪市川俣一丁目18-30","","","","","","","","","","","","","","","4122001012446","","","",""
"株式会社アイエスメタルカンパニー","9703219124838","","","","","","","734-0005","広島県広島市南区翠四丁目4-2","","","","","","","","","","","","","","","2240001017686","","","",""
"ＩＳロボティクス株式会社","7109930406749","","","","","","","980-0021","宮城県仙台市青葉区中央二丁目1-7","","","","","","","","","","","","","","","8370001046618","","","",""
"ＩＡＴ株式会社","1043597921549","","","","","","","104-0031","東京都中央区京橋一丁目5-12 マルヒロ京橋ビル2階","","","","","","","","","","","","","","","1010001143630","","","",""
"株式会社アイエヌオー","1028797468509","","","","","","","492-8435","愛知県稲沢市中之庄町前田23-5","","","","","","","","","","","","","","","3180001085573","","","",""
"株式会社Ｉ・Ｎ・Ｇ","1806078394829","","","","","","","509-7201","岐阜県恵那市大井町1593-4 ニュー杉ケ丘26","","","","","","","","","","","","","","","8200001033046","","","",""
"有限会社アイエヌビー","8828584721827","","","","","","","146-0094","東京都大田区東矢口二丁目15-17","","","","","","","","","","","","","","","5010802000101","","","",""
"株式会社アイエム","3539969357106","","","","","","","726-0011","広島県府中市広谷町825","","","","","","","","","","","","","","","1240001034740","","","",""
"株式会社アイエム","5418544221498","","","","","","","352-0025","埼玉県新座市片山三丁目17-3","","","","","","","","","","","","","","","2030001045700","","","",""
"ＩＭ株式会社","6758997699447","","","","","","","955-0162","新潟県三条市福岡331-1","","","","","","","","","","","","","","","7110001030747","","","",""
"株式会社アイエム","2307634203226","","","","","","","463-0044","愛知県名古屋市守山区太田井6-50","","","","","","","","","","","","","","","2180001059561","","","",""
"株式会社ＩＭＩ","5603154041380","","","","","","","142-0041","東京都品川区戸越五丁目17-12","","","","","","","","","","","","","","","6010701033192","","","",""
"ＩＭＩジャパン株式会社","9194262240592","","","","","","","650-0047","兵庫県神戸市中央区港島南町七丁目3-6","","","","","","","","","","","","","","","2140001024610","","","",""
"アイエムエス株式会社","5854472552467","","","","","","","373-0006","群馬県太田市成塚町121-13","","","","","","","","","","","","","","","7070001018573","","","",""
"株式会社アイ・エム・エス","8928350995932","","","","","","","134-0088","東京都江戸川区西葛西六丁目28-20","","","","","","","","","","","","","","","9011701001368","","","",""
"有限会社ＩＭＳ","9947240242845","","","","","","","699-0552","島根県出雲市斐川町中洲1555","","","","","","","","","","","","","","","8280002007355","","","",""
"株式会社アイエムエス","5888708145517","","","","","","","192-0906","東京都八王子市北野町522-3","","","","","","","","","","","","","","","5010101000018","","","",""
"株式会社ＩＭＦ","8031933975231","","","","","","","270-0135","千葉県流山市野々下五丁目1061-10","","","","","","","","","","","","","","","2040001097930","","","",""
"有限会社アイエム・エンジニアリング","9507039310800","","","","","","","981-2102","宮城県伊具郡丸森町舘矢間舘山玉川110-1","","","","","","","","","","","","","","","6370102001622","","","",""
"株式会社アイエムケー","5253682954726","","","","","","","959-1152","新潟県三条市一ツ屋敷新田土居外1556-1","","","","","","","","","","","","","","","9110001013824","","","",""
"有限会社アイエムケー","7252805102880","","","","","","","350-0001","埼玉県川越市大字古谷上5550","","","","","","","","","","","","","","","4030002072015","","","",""
"有限会社アイエム工機","8854033401590","","","","","","","792-0872","愛媛県新居浜市垣生三丁目乙310-3","","","","","","","","","","","","","","","8500002013925","","","",""
"株式会社アイ・エム・サポート","2991702320495","","","","","","","990-0832","山形県山形市城西町四丁目16-3","","","","","","","","","","","","","","","2390001006006","","","",""
"株式会社ＩＭＣエンジニアリング","1686393212922","","","","","","","921-8825","石川県野々市市三納二丁目47","","","","","","","","","","","","","","","9220001018481","","","",""
"株式会社アイ・エム・ジー","2607623265780","","","","","","","581-0066","大阪府八尾市北亀井町二丁目2-8","","","","","","","","","","","","","","","8122001017771","","","",""
"アイエム精機株式会社","1991891427090","","","","","","","174-0065","東京都板橋区若木一丁目3-5","","","","","","","","","","","","","","","6011401000020","","","",""
"有限会社アイエム精機","6370647725016","","","","","","","193-0813","東京都八王子市四谷町749-1","","","","","","","","","","","","","","","5010102000058","","","",""
"株式会社アイエム製作所","5003945577388","","","","","","","400-0047","山梨県甲府市徳行五丁目9-8","","","","","","","","","","","","","","","3090001000005","","","",""
"有限会社アイ・エム・ティ","2007977602977","","","","","","","520-3201","滋賀県湖南市下田2736-3","","","","","","","","","","","","","","","2160002005062","","","",""
"有限会社アイエムテイ","9827379335954","","","","","","","121-0823","東京都足立区伊興五丁目23-8","","","","","","","","","","","","","","","1011802008831","","","",""
"アイエムティー株式会社","6280703513625","","","","","","","417-0031","静岡県富士市田島144-20","","","","","","","","","","","","","","","2080101017140","","","",""
"アイエムティー株式会社","1077549263607","","","","","","","649-1528","和歌山県日高郡印南町大字西ノ地1333","","","","","","","","","","","","","","","1170001010195","","","",""
"有限会社アイエムテック","6905123033000","","","","","","","737-0921","広島県呉市苗代町313-9","","","","","","","","","","","","","","","7240002036268","","","",""
"株式会社アイエムテック","3703414302320","","","","","","","101-0052","東京都千代田区神田小川町三丁目7-4 702","","","","","","","","","","","","","","","4011701018375","","","",""
"有限会社アイエムディ","2002630234953","","","","","","","961-0841","福島県白河市古高山2-142","","","","","","","","","","","","","","","1380002018794","","","",""
"株式会社アイ・エム・ディー","2827484407209","","","","","","","224-0026","神奈川県横浜市都筑区南山田町4060","","","","","","","","","","","","","","","8020001030045","","","",""
"株式会社アイエムデー工業","1657745129576","","","","","","","599-8114","大阪府堺市東区日置荘西町六丁32-40","","","","","","","","","","","","","","","6120101022685","","","",""
"アイ・エム・マムロ株式会社","2199210615776","","","","","","","999-5521","山形県最上郡真室川町大字大沢4160-3","","","","","","","","","","","","","","","2390001008761","","","",""
"有限会社アイ・エンジ","8330217127342","","","","","","","731-3164","広島県広島市安佐南区伴東三丁目8-35","","","","","","","","","","","","","","","2240002000096","","","",""
"有限会社アイ・エンジニアリング","7610615671163","","","","","","","389-0802","長野県千曲市大字内川622-1","","","","","","","","","","","","","","","5100002009636","","","",""
"アイ・オー・インターナショナル有限会社","3064917570285","","","","","","","170-0013","東京都豊島区東池袋二丁目21-3","","","","","","","","","","","","","","","3013302000011","","","",""
"株式会社愛央技研","3057505622833","","","","","","","455-0032","愛知県名古屋市港区入船二丁目3-1","","","","","","","","","","","","","","","8180001071222","","","",""
"ＩＯＳ株式会社","4045332558968","","","","","","","160-0022","東京都新宿区新宿三丁目11-12 永谷テイクエイト805","","","","","","","","","","","","","","","2011101077156","","","",""
"アイオーケイ株式会社","6311445023723","","","","","","","880-1106","宮崎県東諸県郡国富町大字森永3015","","","","","","","","","","","","","","","1350001004121","","","",""
"アイオーシステム株式会社","6939837452528","","","","","","","174-0041","東京都板橋区舟渡三丁目5-8","","","","","","","","","","","","","","","2011401013100","","","",""
"株式会社アイオス","4163899339925","","","","","","","979-2522","福島県相馬市日下石高根沢536","","","","","","","","","","","","","","","6380001015854","","","",""
"株式会社アイオー精密","4636916915248","","","","","","","025-0015","岩手県花巻市東十二丁目第十七地割1-1","","","","","","","","","","","","","","","7400001005208","","","",""
"アイ・オー・テクノロジーズ株式会社","4243337700306","","","","","","","113-0033","東京都文京区本郷一丁目20-3 中山ビル2F","","","","","","","","","","","","","","","8013302014659","","","",""
"株式会社アイオテック","2161725224332","","","","","","","497-0013","愛知県あま市七宝町川部八反田56-1","","","","","","","","","","","","","","","5180001045773","","","",""
"アイオーレーザ株式会社","8410896069145","","","","","","","136-0076","東京都江東区南砂二丁目35-5","","","","","","","","","","","","","","","5190001004737","","","",""
"株式会社アイカ","8263898505152","","","","","","","102-0072","東京都千代田区飯田橋三丁目11-14 GS千代田ビル7階","","","","","","","","","","","","","","","5180001024546","","","",""
"有限会社アイカット","7446318755544","","","","","","","434-0014","静岡県浜松市浜名区本沢合827","","","","","","","","","","","","","","","1080402014746","","","",""
"株式会社アイカテック","2914188554000","","","","","","","459-8001","愛知県名古屋市緑区大高町三番割1-2","","","","","","","","","","","","","","","7180001068335","","","",""
"有限会社アイカネ","9684325454731","","","","","","","573-0127","大阪府枚方市津田元町三丁目43-5","","","","","","","","","","","","","","","4120002073508","","","",""
"株式会社アイカム","1331860858117","","","","","","","384-0809","長野県小諸市大字滋野甲429-4","","","","","","","","","","","","","","","1100001008345","","","",""
"アイカム株式会社","5564873682206","","","","","","","924-0014","石川県白山市五歩市町446","","","","","","","","","","","","","","","3220001014230","","","",""
"有限会社相川精機","3277989774296","","","","","","","350-1204","埼玉県日高市大字新堀新田15-4","","","","","","","","","","","","","","","9030002120941","","","",""
"有限会社相川製作所","8256842079900","","","","","","","142-0052","東京都品川区東中延二丁目5-17","","","","","","","","","","","","","","","9010702000098","","","",""
"有限会社愛川製作所","8504768042227","","","","","","","243-0301","神奈川県愛甲郡愛川町角田61","","","","","","","","","","","","","","","6021002033807","","","",""
"相川鉄工株式会社","9351720553830","","","","","","","420-0858","静岡県静岡市葵区伝馬町24-2","","","","","","","","","","","","","","","5080001000037","","","",""
"株式会社相川バルブ製作所","1800967616499","","","","","","","522-0046","滋賀県彦根市甘呂町465-5","","","","","","","","","","","","","","","8160001008011","","","",""
"株式会社相川プレス工業","4773973170318","","","","","","","408-0002","山梨県北杜市高根町村山北割1657-1","","","","","","","","","","","","","","","1090001008289","","","",""
"有限会社相川ローラー","2460184105822","","","","","","","501-6122","岐阜県岐阜市柳津町高桑一丁目121","","","","","","","","","","","","","","","9200002008789","","","",""
"有限会社アイガ","7603891885442","","","","","","","453-0058","愛知県名古屋市中村区城屋敷町二丁目2-2","","","","","","","","","","","","","","","5180002038611","","","",""
"株式会社アイキ","5479833270343","","","","","","","581-0813","大阪府八尾市泉町三丁目61-5","","","","","","","","","","","","","","","4122001021802","","","",""
"株式会社アイキ","4735725605838","","","","","","","578-0921","大阪府東大阪市水走五丁目3-17","","","","","","","","","","","","","","","3122001014542","","","",""
"アイキ工業株式会社","9495477061720","","","","","","","332-0002","埼玉県川口市弥平四丁目1-17","","","","","","","","","","","","","","","2011801005473","","","",""
"有限会社相木工業","7506165775045","","","","","","","321-0216","栃木県下都賀郡壬生町大字壬生丁136-3","","","","","","","","","","","","","","","4060002034128","","","",""
"アイキ工業株式会社","2806636870062","","","","","","","349-0135","埼玉県蓮田市大字井沼620-18","","","","","","","","","","","","","","","1030001018327","","","",""
"株式会社アイキュー・ワン","6415887071817","","","","","","","425-0068","静岡県焼津市中新田343","","","","","","","","","","","","","","","6080001014639","","","",""
"アイキョー有限会社","4169200852872","","","","","","","394-0091","長野県岡谷市7777-3","","","","","","","","","","","","","","","8100002030861","","","",""
"株式会社ＡＩＫＩリオテック","6232055041942","","","","","","","492-8162","愛知県稲沢市井之口小番戸町39","","","","","","","","","","","","","","","4180001087263","","","",""
"株式会社アイキ冷熱","3685627574865","","","","","","","071-8141","北海道旭川市春光台一条一丁目3-7","","","","","","","","","","","","","","","8450001013048","","","",""
"アイキン産業株式会社","5575729860760","","","","","","","457-0076","愛知県名古屋市南区道全町二丁目29-1","","","","","","","","","","","","","","","7180001013927","","","",""
"アイキン熱処理工業株式会社","3168023682594","","","","","","","457-0076","愛知県名古屋市南区道全町二丁目29-1","","","","","","","","","","","","","","","6180001013928","","","",""
"株式会社アイギ","7053634973026","","","","","","","476-0002","愛知県東海市名和町寝覚31","","","","","","","","","","","","","","","5180001063619","","","",""
"愛基鉄工株式会社","5639344288187","","","","","","","507-0827","岐阜県多治見市平和町八丁目18","","","","","","","","","","","","","","","8200001020432","","","",""
"有限会社愛岐モールド","6699476444947","","","","","","","454-0981","愛知県名古屋市中川区吉津一丁目1412","","","","","","","","","","","","","","","5180002017193","","","",""
"アイクス株式会社","8822068462274","","","","","","","059-0033","北海道登別市栄町三丁目3-4","","","","","","","","","","","","","","","1430001057219","","","",""
"Ｉ・ＣＲＥＡＴ株式会社","6339573305064","","","","","","","930-0077","富山県富山市磯部町三丁目8-12 香和ビル2F、3F","","","","","","","","","","","","","","","8230001013838","","","",""
"ＩＫＩテック有限会社","1958067229980","","","","","","","520-3201","滋賀県湖南市下田桐山1848-10","","","","","","","","","","","","","","","8160002005065","","","",""
"有限会社アイケー・アドバンス","2596242070904","","","","","","","350-1305","埼玉県狭山市入間川四丁目23-16 稲荷山パークハイツ101","","","","","","","","","","","","","","","7030002079940","","","",""
"株式会社アイ・ケイ","8392927228624","","","","","","","418-0111","静岡県富士宮市山宮3507-29","","","","","","","","","","","","","","","6080101011965","","","",""
"有限会社アイ・ケー・イー","8580635432665","","","","","","","321-0901","栃木県宇都宮市平出町上野3651-1","","","","","","","","","","","","","","","8060002000514","","","",""
"株式会社アイケイ伊藤機械","4373224985600","","","","","","","070-0024","北海道旭川市東四条十一丁目2-11","","","","","","","","","","","","","","","6450001000015","","","",""
"株式会社アイ・ケイ・エス","5869308061772","","","","","","","800-0314","福岡県京都郡苅田町幸町7-149","","","","","","","","","","","","","","","1290801015365","","","",""
"株式会社ＩＫＳ","5569828894508","","","","","","","635-0051","奈良県大和高田市大字根成柿495","","","","","","","","","","","","","","","2150001014701","","","",""
"株式会社アイケイエス","6831852664911","","","","","","","957-0082","新潟県新発田市佐々木2844-1","","","","","","","","","","","","","","","8110001012430","","","",""
"有限会社アイケイケイ精工","2305100455617","","","","","","","824-0101","福岡県京都郡みやこ町徳永2681-1","","","","","","","","","","","","","","","4290802022060","","","",""
