"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"有限会社ＡｉＲ","7604998204400","","","","","","","232-0016","神奈川県横浜市南区宮元町二丁目32-3 1階","","","","","","","","","","","","","","","3020002071258","","","",""
"株式会社アイアール研究所","4040298287885","","","","","","","222-0033","神奈川県横浜市港北区新横浜二丁目5-22","","","","","","","","","","","","","","","5020001038776","","","",""
"株式会社アイ・アール・ジェイ","8811267869605","","","","","","","496-0946","愛知県愛西市立田町前田面2-1","","","","","","","","","","","","","","","2180001097520","","","",""
"株式会社アイアン","5615293324856","","","","","","","215-0003","神奈川県川崎市麻生区高石三丁目11-3","","","","","","","","","","","","","","","9010901022323","","","",""
"株式会社Ｉ＆Ａ","1666575395629","","","","","","","467-0026","愛知県名古屋市瑞穂区陽明町二丁目26-1 ヴィークコート陽明町305","","","","","","","","","","","","","","","3180001143810","","","",""
"有限会社ＩアンドＫ","5010936807101","","","","","","","101-0052","東京都千代田区神田小川町三丁目26","","","","","","","","","","","","","","","6010002053584","","","",""
"有限会社アイ・アンド・ケイ","9298080536088","","","","","","","251-0024","神奈川県藤沢市鵠沼橘一丁目16-5 ~207号","","","","","","","","","","","","","","","3021002006410","","","",""
"株式会社アイ・イー・シー","1971002852027","","","","","","","111-0052","東京都台東区柳橋一丁目3-11 TOWAビル4F","","","","","","","","","","","","","","","9010501026880","","","",""
"株式会社アイインザスカイ","6568557445490","","","","","","","662-0871","兵庫県西宮市愛宕山18-35","","","","","","","","","","","","","","","6140001098758","","","",""
"株式会社ＡＩ－ＷＩＬＬ","6572013276991","","","","","","","370-1124","群馬県佐波郡玉村町大字角渕5135","","","","","","","","","","","","","","","5070001029325","","","",""
"株式会社アイヴィゼイション","3540029280454","","","","","","","813-0034","福岡県福岡市東区多の津四丁目12-18","","","","","","","","","","","","","","","4290001057387","","","",""
"株式会社Ｉ・ＶＩＣＥ","7751192283440","","","","","","","171-0014","東京都豊島区池袋三丁目70-19 2F","","","","","","","","","","","","","","","9011101069774","","","",""
"株式会社アイエイチエス","8425394126625","","","","","","","950-1105","新潟県新潟市西区ときめき東一丁目20-2","","","","","","","","","","","","","","","4110001000819","","","",""
"株式会社ＩＨＭ","2146201104750","","","","","","","141-0022","東京都品川区東五反田一丁目6-3 いちご東五反田ビル2階","","","","","","","","","","","","","","","5010701007833","","","",""
"株式会社アイ・エコロジー","2763226834402","","","","","","","135-0024","東京都江東区清澄三丁目3-22","","","","","","","","","","","","","","","5010601029465","","","",""
"株式会社ＩＡＣ","8100339817637","","","","","","","160-0023","東京都新宿区西新宿六丁目9-1 703","","","","","","","","","","","","","","","9011101074717","","","",""
"アイエス株式会社","8022452538172","","","","","","","371-0804","群馬県前橋市六供町二丁目16-13","","","","","","","","","","","","","","","4070001000006","","","",""
"有限会社アイ・エス","7526316565967","","","","","","","272-0813","千葉県市川市中山一丁目5-20","","","","","","","","","","","","","","","2040002032011","","","",""
"株式会社ｉｓ","8781044107792","","","","","","","650-0034","兵庫県神戸市中央区京町71 山本ビル","","","","","","","","","","","","","","","3021001045789","","","",""
"有限会社ｉｓ．","3769324390648","","","","","","","168-0073","東京都杉並区下高井戸二丁目29-1","","","","","","","","","","","","","","","9011302016410","","","",""
"株式会社アイエスアイ","3663015970079","","","","","","","102-0093","東京都千代田区平河町一丁目6-4 H1O平河町401号室","","","","","","","","","","","","","","","7010001009306","","","",""
"有限会社アイ・エス・インターナショナル","3077548635222","","","","","","","277-0072","千葉県柏市つくしが丘五丁目8-6","","","","","","","","","","","","","","","7040002088552","","","",""
"株式会社アイエスエム","6756256812822","","","","","","","329-1115","栃木県宇都宮市下田原町2774-8","","","","","","","","","","","","","","","4060001000205","","","",""
"有限会社アイ・エス・エム","8046122876171","","","","","","","562-0043","大阪府箕面市桜井一丁目20-5","","","","","","","","","","","","","","","2120902017177","","","",""
"株式会社アイ・エス・オー","4921979593538","","","","","","","165-0021","東京都中野区丸山一丁目25-11","","","","","","","","","","","","","","","7011201006786","","","",""
"有限会社アイエスオー","4405766188943","","","","","","","454-0912","愛知県名古屋市中川区野田三丁目224","","","","","","","","","","","","","","","2180002017213","","","",""
"有限会社アイエスグリーン","1387971170611","","","","","","","981-8003","宮城県仙台市泉区南光台五丁目12-26","","","","","","","","","","","","","","","3370002000132","","","",""
"株式会社アイ・エス・ケー・","9928586764281","","","","","","","541-0055","大阪府大阪市中央区船場中央三丁目3-9 118号","","","","","","","","","","","","","","","4120001073104","","","",""
"有限会社アイ・エス・ケー","1531883069026","","","","","","","381-2231","長野県長野市川中島町四ツ屋1617-9","","","","","","","","","","","","","","","6100002000040","","","",""
"株式会社アイ・エス・ケー","4720224039968","","","","","","","064-0803","北海道札幌市中央区南三条西二十二丁目1-25","","","","","","","","","","","","","","","3430001003880","","","",""
"株式会社Ｉ・Ｓ・Ｋコーポレーション","6557246917241","","","","","","","277-0005","千葉県柏市柏四丁目6-12","","","","","","","","","","","","","","","3040001069870","","","",""
"株式会社ＩＳＣ","3410239477943","","","","","","","987-0162","宮城県遠田郡涌谷町字本町111","","","","","","","","","","","","","","","6370201002604","","","",""
"有限会社アイエスシー","9979807123220","","","","","","","816-0803","福岡県春日市春日原南町四丁目11 フェリス春日3階","","","","","","","","","","","","","","","1290002051557","","","",""
"有限会社アイ・エス・ジャパン","1727744337880","","","","","","","240-0045","神奈川県横浜市保土ケ谷区川島町1238","","","","","","","","","","","","","","","3020002022938","","","",""
"株式会社アイ・エス・ティー","4584217690248","","","","","","","152-0004","東京都目黒区鷹番一丁目14-1","","","","","","","","","","","","","","","5013201010852","","","",""
"株式会社アイエスディ","7596689305971","","","","","","","340-0816","埼玉県八潮市中央二丁目10-2","","","","","","","","","","","","","","","4010601023246","","","",""
"有限会社アイ・エス・プランニング","9723261278210","","","","","","","272-0023","千葉県市川市南八幡二丁目24-17","","","","","","","","","","","","","","","6040002032016","","","",""
"アイエスリテイリング株式会社","3573684160730","","","","","","","984-0003","宮城県仙台市若林区六丁の目北町15-69","","","","","","","","","","","","","","","1370001031535","","","",""
"株式会社アイエスワン","9545513492504","","","","","","","453-0851","愛知県名古屋市中村区畑江通一丁目15-1","","","","","","","","","","","","","","","2180001064074","","","",""
"株式会社アイ・エヌ・ジカンパニー","2641451093717","","","","","","","761-8032","香川県高松市鶴市町2046-2","","","","","","","","","","","","","","","9470001000266","","","",""
"有限会社アイ・エヌ・ティ","8672763748021","","","","","","","950-0973","新潟県新潟市中央区上近江四丁目6-8 レジデンス辰巳1F","","","","","","","","","","","","","","","3110002000265","","","",""
"ＩＮＴＳ　Ｉｔ’ｓ　ｎｏｔ　ｔｈｅ　ｓａｍｅ　Ｊａｐａｎ株式会社","4077221261306","","","","","","","150-0001","東京都渋谷区神宮前六丁目10-8 ウインベルプラザ原宿","","","","","","","","","","","","","","","9010001132618","","","",""
"株式会社アイエヌトレーディング","9862839121565","","","","","","","729-3101","広島県福山市新市町大字戸手146-4","","","","","","","","","","","","","","","4240001033558","","","",""
"アイ・エヌ・トレーディング株式会社","8883164743875","","","","","","","735-0013","広島県安芸郡府中町浜田三丁目10-3 707号","","","","","","","","","","","","","","","1240001012721","","","",""
"アイエヌマテリアル株式会社","1851729349990","","","","","","","572-0043","大阪府寝屋川市錦町8-32","","","","","","","","","","","","","","","6120001154240","","","",""
"アイエフシー株式会社","3105864662549","","","","","","","211-0034","神奈川県川崎市中原区井田中ノ町14-40","","","","","","","","","","","","","","","5020001079696","","","",""
"株式会社アイ・エフ・ビー","7139011905261","","","","","","","150-0002","東京都渋谷区渋谷一丁目20-24 渋谷スカイレジテル2F","","","","","","","","","","","","","","","5011001048956","","","",""
"ＩＦＵ国際株式会社","2442697762530","","","","","","","210-0015","神奈川県川崎市川崎区南町20-3 川崎ビル4F","","","","","","","","","","","","","","","3020001115619","","","",""
"株式会社アイエム","4649534063728","","","","","","","814-0012","福岡県福岡市早良区昭代一丁目2-11","","","","","","","","","","","","","","","7290001004923","","","",""
"株式会社ＩＭ","5746924742782","","","","","","","701-4253","岡山県瀬戸内市邑久町箕輪635-3","","","","","","","","","","","","","","","7260001028198","","","",""
"株式会社アイ・エム","5600235036876","","","","","","","125-0041","東京都葛飾区東金町一丁目18-6","","","","","","","","","","","","","","","5011801000050","","","",""
"アイエム株式会社","5336772838409","","","","","","","101-0052","東京都千代田区神田小川町三丁目6-4 日本分譲住宅会館B1F","","","","","","","","","","","","","","","3120001119064","","","",""
"株式会社アイエムアイ","5439534839359","","","","","","","101-0063","東京都千代田区神田淡路町二丁目101 ワテラスタワー11F","","","","","","","","","","","","","","","6010501000616","","","",""
"株式会社アイエムアール企画","1761481505347","","","","","","","130-0012","東京都墨田区太平四丁目13-7","","","","","","","","","","","","","","","6010601044109","","","",""
"株式会社アイ・エム・エー","5233230381840","","","","","","","104-0041","東京都中央区新富一丁目7-7 新富センタービル3F","","","","","","","","","","","","","","","8010001035235","","","",""
"株式会社アイ・エム・エイ","8566819452040","","","","","","","920-0061","石川県金沢市問屋町一丁目36","","","","","","","","","","","","","","","2220001000586","","","",""
"株式会社ＩＭＡコーポレーション","7873510623407","","","","","","","840-0054","佐賀県佐賀市水ヶ江二丁目1-5","","","","","","","","","","","","","","","4300001008256","","","",""
"株式会社ＩＭＡＪａｐａｎ","3772801889537","","","","","","","718-0011","岡山県新見市新見2137-5","","","","","","","","","","","","","","","9140001090316","","","",""
"株式会社アイ・エム・エス","1887007249221","","","","","","","151-0073","東京都渋谷区笹塚一丁目52-6","","","","","","","","","","","","","","","5011001000099","","","",""
"株式会社アイ・エム・エフ","2693910839596","","","","","","","150-0036","東京都渋谷区南平台町13-4","","","","","","","","","","","","","","","3011001038661","","","",""
"有限会社アイエムグリーンサービス","8974817631440","","","","","","","243-0204","神奈川県厚木市鳶尾二丁目25-5 501号","","","","","","","","","","","","","","","3021002036713","","","",""
"株式会社アイエムケイ","1204927588776","","","","","","","254-0019","神奈川県平塚市西真土一丁目5-52","","","","","","","","","","","","","","","1021001037978","","","",""
"株式会社アイエムシー","1004954546091","","","","","","","151-0051","東京都渋谷区千駄ケ谷三丁目56-2","","","","","","","","","","","","","","","4011001047827","","","",""
"株式会社アイ・エム・シー","7216063610492","","","","","","","545-0022","大阪府大阪市阿倍野区播磨町一丁目21-9","","","","","","","","","","","","","","","4120001004653","","","",""
"株式会社ＩＭＣ","8776497833532","","","","","","","104-0033","東京都中央区新川二丁目27-1 B1","","","","","","","","","","","","","","","8010001171526","","","",""
"株式会社ＩＭＣ","5730327557042","","","","","","","060-0907","北海道札幌市東区北七条東三丁目28-32 井門札幌東ビル8階","","","","","","","","","","","","","","","9430001001391","","","",""
"株式会社アイ・エム・シー・エイ","6682658592632","","","","","","","552-0007","大阪府大阪市港区弁天一丁目2-1 OSAKABAYTOWEROFFICE17階","","","","","","","","","","","","","","","2120001028464","","","",""
"株式会社アイエムワイ","4833205994428","","","","","","","693-0001","島根県出雲市今市町1238-2","","","","","","","","","","","","","","","9280001003032","","","",""
"株式会社相江屋商店","7891783322634","","","","","","","980-0802","宮城県仙台市青葉区二日町5-1","","","","","","","","","","","","","","","6370001014733","","","",""
"株式会社ｉｌ　ｃｕｃｃｉｏｌｏ","3796681428027","","","","","","","107-0062","東京都港区南青山五丁目4-43","","","","","","","","","","","","","","","8010401118201","","","",""
"株式会社アイ・エル・シー","9847273289707","","","","","","","669-1323","兵庫県三田市あかしあ台四丁目15-8","","","","","","","","","","","","","","","3140001066767","","","",""
"株式会社アイエンス","7562895380414","","","","","","","257-0025","神奈川県秦野市落合361-2","","","","","","","","","","","","","","","7021001022396","","","",""
"相生化工株式会社","6632986533081","","","","","","","533-0015","大阪府大阪市東淀川区大隅一丁目6-69","","","","","","","","","","","","","","","4120001040707","","","",""
"株式会社相生紙工所","7289558178263","","","","","","","173-0004","東京都板橋区板橋二丁目67-7","","","","","","","","","","","","","","","3011401000007","","","",""
"株式会社アイオイ商事","2746974112123","","","","","","","486-0818","愛知県春日井市東野町西二丁目5-5","","","","","","","","","","","","","","","4180001073552","","","",""
"アイ・オー技販株式会社","7553532304940","","","","","","","110-0016","東京都台東区台東一丁目23-10 ハイム秋葉原402","","","","","","","","","","","","","","","5010501021084","","","",""
"株式会社アイオロス","4110962678005","","","","","","","891-0122","鹿児島県鹿児島市南栄四丁目11-3","","","","","","","","","","","","","","","4340001005381","","","",""
"株式会社愛音商事","7054962550561","","","","","","","466-0044","愛知県名古屋市昭和区桜山町六丁目104","","","","","","","","","","","","","","","4180001007709","","","",""
"株式会社ＡＩＫＡ","5023325813356","","","","","","","651-2135","兵庫県神戸市西区王塚台一丁目145-1","","","","","","","","","","","","","","","2140001067329","","","",""
"株式会社愛華","3474135100772","","","","","","","814-0161","福岡県福岡市早良区飯倉六丁目3-2","","","","","","","","","","","","","","","2290001004382","","","",""
"アイカーケミカル株式会社","8068056524903","","","","","","","102-0081","東京都千代田区四番町6-11","","","","","","","","","","","","","","","9010001009378","","","",""
"株式会社愛窯工芸社","5520743207544","","","","","","","489-0048","愛知県瀬戸市窯神町62","","","","","","","","","","","","","","","1180001078604","","","",""
"株式会社相川","7914330795083","","","","","","","920-0061","石川県金沢市問屋町三丁目24-4","","","","","","","","","","","","","","","6220001000599","","","",""
"有限会社相川金物店","2403196205218","","","","","","","296-0001","千葉県鴨川市横渚792","","","","","","","","","","","","","","","1040002100652","","","",""
"株式会社アイガー","9469657396179","","","","","","","541-0055","大阪府大阪市中央区船場中央二丁目1-4 船場センタービル4号館2F","","","","","","","","","","","","","","","6120001073077","","","",""
"株式会社アイガーツール","9864833865085","","","","","","","955-0081","新潟県三条市東裏館二丁目17-24","","","","","","","","","","","","","","","9110001014186","","","",""
"株式会社アイガル","5577961533815","","","","","","","984-0015","宮城県仙台市若林区卸町二丁目8-1","","","","","","","","","","","","","","","4370001004232","","","",""
"株式会社愛玩","2791439322418","","","","","","","470-0125","愛知県日進市赤池五丁目1110","","","","","","","","","","","","","","","9180001067582","","","",""
"株式会社愛起","7865827960854","","","","","","","468-0014","愛知県名古屋市天白区中平三丁目808-1","","","","","","","","","","","","","","","5180001007716","","","",""
"株式会社アイキ","4736891592332","","","","","","","721-0974","広島県福山市東深津町六丁目10-16","","","","","","","","","","","","","","","5240001029654","","","",""
"有限会社アイ企画","1307266145878","","","","","","","541-0058","大阪府大阪市中央区南久宝寺町二丁目3-6","","","","","","","","","","","","","","","9120002061557","","","",""
"有限会社あいき金物店","6353164778786","","","","","","","600-8187","京都府京都市下京区橋詰町129","","","","","","","","","","","","","","","8130002006561","","","",""
"株式会社アイキャスト","7261122546174","","","","","","","601-8469","京都府京都市南区唐橋平垣町8","","","","","","","","","","","","","","","3130001010940","","","",""
"株式会社アイキュー","9399955099634","","","","","","","327-0312","栃木県佐野市栃本町681-1","","","","","","","","","","","","","","","8060001021437","","","",""
"有限会社アイキュー","3121905567939","","","","","","","861-8019","熊本県熊本市東区下南部二丁目17-29","","","","","","","","","","","","","","","6330002000050","","","",""
"有限会社アイキューパック","5116414250810","","","","","","","340-0002","埼玉県草加市青柳八丁目23-3","","","","","","","","","","","","","","","5030002043015","","","",""
"アイキョー株式会社","2968983109302","","","","","","","510-0007","三重県四日市市別名三丁目4-7","","","","","","","","","","","","","","","2190001018467","","","",""
"有限会社愛協物流","6937824350040","","","","","","","791-8013","愛媛県松山市山越五丁目2-15","","","","","","","","","","","","","","","7500002009354","","","",""
"合資会社アイギ","5398535735077","","","","","","","489-0881","愛知県瀬戸市熊野町38","","","","","","","","","","","","","","","6180003010469","","","",""
"株式会社アイクリア","9087774238411","","","","","","","604-8362","京都府京都市中京区松浦町862","","","","","","","","","","","","","","","8130001026354","","","",""
"アイクリエイト株式会社","4154796235371","","","","","","","321-0962","栃木県宇都宮市今泉町5 ICビル","","","","","","","","","","","","","","","9060001006486","","","",""
"株式会社アイクリーン","6216339244376","","","","","","","960-8032","福島県福島市陣場町2-20","","","","","","","","","","","","","","","1380001000019","","","",""
"株式会社アイケー","4698021560233","","","","","","","438-0816","静岡県磐田市宮之一色4-2","","","","","","","","","","","","","","","2180001099483","","","",""
"株式会社アイケー","3204257669863","","","","","","","959-1276","新潟県燕市小池5091-11","","","","","","","","","","","","","","","9110001015622","","","",""
"Ｉｃａｒｅ株式会社","7555166185478","","","","","","","556-0024","大阪府大阪市浪速区塩草三丁目11-12","","","","","","","","","","","","","","","9120001196932","","","",""
"有限会社アイケーアイ","5710248898852","","","","","","","463-0042","愛知県名古屋市守山区野萩町4-12","","","","","","","","","","","","","","","4180002000010","","","",""
"アイケイ株式会社","9070506808956","","","","","","","372-0031","群馬県伊勢崎市今泉町一丁目4-7","","","","","","","","","","","","","","","4070001010673","","","",""
"株式会社アイケイ","9318138927736","","","","","","","446-0045","愛知県安城市横山町大山田中16","","","","","","","","","","","","","","","2180301013516","","","",""
"株式会社アイ・ケイ","3734077136916","","","","","","","104-0045","東京都中央区築地七丁目5-3","","","","","","","","","","","","","","","5010001035246","","","",""
"有限会社アイ・ケイ・ケイ・カンパニー","7154561488501","","","","","","","810-0001","福岡県福岡市中央区天神二丁目8-120","","","","","","","","","","","","","","","4290002013868","","","",""
"アイケイ商事株式会社","9753052956648","","","","","","","289-0341","千葉県香取市虫幡942","","","","","","","","","","","","","","","8040001063893","","","",""
"株式会社アイケーエフ","4916664442185","","","","","","","121-0075","東京都足立区一ツ家三丁目10-5","","","","","","","","","","","","","","","2011801016446","","","",""
"株式会社アイケー化成","9361640797262","","","","","","","121-0075","東京都足立区一ツ家三丁目10-6","","","","","","","","","","","","","","","4011801035956","","","",""
"ｉケミカルラボ株式会社","5212588759412","","","","","","","173-0005","東京都板橋区仲宿26-5","","","","","","","","","","","","","","","3011401022653","","","",""
"有限会社アイケン","6354066024050","","","","","","","059-0901","北海道白老郡白老町字社台271-3","","","","","","","","","","","","","","","7430002057864","","","",""
"有限会社愛健","9528179574597","","","","","","","354-0043","埼玉県入間郡三芳町大字竹間沢409-5","","","","","","","","","","","","","","","7030002080007","","","",""
"株式会社アイケン","5883252759482","","","","","","","481-0035","愛知県北名古屋市宇福寺中杁5","","","","","","","","","","","","","","","6180001064079","","","",""
"有限会社アイコー","7239876703964","","","","","","","664-0852","兵庫県伊丹市南本町二丁目2-5","","","","","","","","","","","","","","","3140002063152","","","",""
"株式会社アイコ","8728477960557","","","","","","","121-0011","東京都足立区中央本町四丁目1-18","","","","","","","","","","","","","","","7011801005469","","","",""
"株式会社アイコー","7123105030081","","","","","","","861-3101","熊本県上益城郡嘉島町大字鯰2746-1","","","","","","","","","","","","","","","1330001011012","","","",""
"愛光株式会社","8720514235732","","","","","","","799-0405","愛媛県四国中央市三島中央五丁目11-5","","","","","","","","","","","","","","","9500001014188","","","",""
"相光株式会社","9990933959596","","","","","","","259-1212","神奈川県平塚市岡崎1263","","","","","","","","","","","","","","","9021001020902","","","",""
"有限会社藍工芸","1002047209301","","","","","","","901-0205","沖縄県豊見城市字根差部229","","","","","","","","","","","","","","","6360002000064","","","",""
"株式会社愛幸商会","4994231331459","","","","","","","453-0014","愛知県名古屋市中村区則武二丁目35-18","","","","","","","","","","","","","","","2180001029151","","","",""
"有限会社あい幸商会","4901674913045","","","","","","","481-0001","愛知県北名古屋市六ツ師道毛180-2","","","","","","","","","","","","","","","8180002022513","","","",""
"有限会社アイコー食器","5645082510157","","","","","","","444-0854","愛知県岡崎市六名本町12-17","","","","","","","","","","","","","","","9180302000085","","","",""
"株式会社アイコーポレーション","9179202973723","","","","","","","670-0811","兵庫県姫路市野里201-3 ノースリバー2F","","","","","","","","","","","","","","","7140001063307","","","",""
"株式会社ｉコーポレーション","4459375612457","","","","","","","595-0805","大阪府泉北郡忠岡町忠岡東二丁目18-39","","","","","","","","","","","","","","","8120101045635","","","",""
"株式会社アイコム","5574447346460","","","","","","","170-0003","東京都豊島区駒込一丁目16-11","","","","","","","","","","","","","","","8013301018603","","","",""
"株式会社アイコム","2173677253766","","","","","","","242-0003","神奈川県大和市林間一丁目1-1","","","","","","","","","","","","","","","5021001029930","","","",""
"株式会社アイコーメディカル","7227683192591","","","","","","","721-0000","広島県福山市神辺町西中条1168-1","","","","","","","","","","","","","","","2240001029418","","","",""
"株式会社アイコーメディカル","1499868805563","","","","","","","790-0821","愛媛県松山市木屋町一丁目9-7","","","","","","","","","","","","","","","3500001000202","","","",""
"株式会社アイコーメディカル","6045048131178","","","","","","","663-8154","兵庫県西宮市浜甲子園一丁目3-4","","","","","","","","","","","","","","","2140001067832","","","",""
"株式会社ｉ．ｓｉｇｎ","8094795355813","","","","","","","151-0051","東京都渋谷区千駄ケ谷二丁目1-6 マーシュストーン原宿5階","","","","","","","","","","","","","","","9011001092083","","","",""
"株式会社アイサージカル","7789698041486","","","","","","","540-0011","大阪府大阪市中央区農人橋二丁目1-35","","","","","","","","","","","","","","","7120003006315","","","",""
"株式会社アイサービス","7923712564102","","","","","","","719-0243","岡山県浅口市鴨方町鴨方2003-117","","","","","","","","","","","","","","","9260001018577","","","",""
"株式会社アイサプライ","2667101635282","","","","","","","602-8319","京都府京都市上京区溝前町82","","","","","","","","","","","","","","","1130001028976","","","",""
"ｉｃｅｒｂｏ株式会社","1582404798492","","","","","","","790-0911","愛媛県松山市桑原四丁目4-3-1","","","","","","","","","","","","","","","5500001018341","","","",""
"愛産商会株式会社","2354973005341","","","","","","","467-0012","愛知県名古屋市瑞穂区豊岡通三丁目48-1","","","","","","","","","","","","","","","5180001010050","","","",""
"株式会社アイサントレーディング","4785340076013","","","","","","","474-0036","愛知県大府市月見町一丁目262-1","","","","","","","","","","","","","","","6180001084762","","","",""
"株式会社アイザ","9284728691112","","","","","","","300-0525","茨城県稲敷市羽賀1795-2","","","","","","","","","","","","","","","4050001025780","","","",""
"株式会社アイザック","6988096007028","","","","","","","540-0029","大阪府大阪市中央区本町橋2-16","","","","","","","","","","","","","","","8120001073166","","","",""
"株式会社アイザワ","8350103414397","","","","","","","959-1286","新潟県燕市小関681-1","","","","","","","","","","","","","","","6110001015518","","","",""
"株式会社アイザワ","2640329991445","","","","","","","123-0841","東京都足立区西新井四丁目27-15","","","","","","","","","","","","","","","7011801005502","","","",""
"有限会社會澤企画","6183044488729","","","","","","","297-0073","千葉県茂原市長尾8-18","","","","","","","","","","","","","","","2040002080687","","","",""
"アイシア株式会社","6705429824717","","","","","","","105-0014","東京都港区芝二丁目3-3 JRE芝二丁目大門ビル","","","","","","","","","","","","","","","6010401044044","","","",""
"株式会社アイ・シー・エー","8163443888108","","","","","","","158-0098","東京都世田谷区上用賀四丁目13-7","","","","","","","","","","","","","","","3010901025100","","","",""
"アイ・シー・エス株式会社","7238047349296","","","","","","","540-0024","大阪府大阪市中央区南新町二丁目3-7","","","","","","","","","","","","","","","4120001076585","","","",""
"ＩＣＳサプライ株式会社","4376697629539","","","","","","","544-0001","大阪府大阪市生野区新今里一丁目20-7","","","","","","","","","","","","","","","1120001016701","","","",""
"アイシーエムジャパン株式会社","1690752083998","","","","","","","102-0083","東京都千代田区麴町四丁目4-3 ピネックス麹町2F","","","","","","","","","","","","","","","9010001009394","","","",""
"株式会社アイ・シー・オー","3517695045108","","","","","","","101-0061","東京都千代田区神田三崎町二丁目6-9 三栄ビル1階","","","","","","","","","","","","","","","8010001090486","","","",""
"株式会社ｉ－ＳＥＥＤＳ","9301881493455","","","","","","","111-0035","東京都台東区西浅草二丁目11-8 A. P. C. ビル1階","","","","","","","","","","","","","","","7010501036254","","","",""
"アイ・シー・ビー・エム・マルミヤ有限会社","9922810766884","","","","","","","070-0034","北海道旭川市四条通十四丁目744-1","","","","","","","","","","","","","","","8450002000053","","","",""
"Ｉ．Ｃ．Ｐ．株式会社","4058186465860","","","","","","","594-1106","大阪府和泉市はつが野一丁目2-2","","","","","","","","","","","","","","","5120101009493","","","",""
"株式会社アイ・シーメデイカル","6849201147905","","","","","","","036-8363","青森県弘前市大字袋町32","","","","","","","","","","","","","","","8420001008827","","","",""
"株式会社相庄","3526533050688","","","","","","","025-0008","岩手県花巻市空港南二丁目31","","","","","","","","","","","","","","","6400001005200","","","",""
"株式会社愛彰","9849508315304","","","","","","","503-1325","岐阜県養老郡養老町飯ノ木169","","","","","","","","","","","","","","","4200001015675","","","",""
"株式会社アイショウ","6073362415335","","","","","","","799-1507","愛媛県今治市東村南二丁目6-6","","","","","","","","","","","","","","","7500001019486","","","",""
"有限会社アイ商会","1926839754045","","","","","","","337-0044","埼玉県さいたま市見沼区大字上山口新田181-6","","","","","","","","","","","","","","","4030002000603","","","",""
