"会社名","SOC","あなたの名刺所有枚数","全体の名刺所有枚数","最終名刺交換日","コンタクト登録数","最終コンタクト日","URL","郵便番号","住所","電話番号","代表者の役職名","代表者の氏名","主業：大分類","主業：中分類","従業：大分類","従業：中分類","従業員数","資本金（千円）","売上高（百万円）","決算年月","創業年月","設立年月","株式公開区分","法人番号","会社キーワード","企業動向","導入ITサービス","会社メモ"
"株式会社青山","6089722940544","","","","","","","653-0039","兵庫県神戸市長田区日吉町四丁目3-9","","","","","","","","","","","","","","","2140001024296","","","",""
"株式会社アオヤマ","3432347656537","","","","","","","424-0061","静岡県静岡市清水区大内709-4","","","","","","","","","","","","","","","4080001019111","","","",""
"青山ゴム株式会社","1870223742530","","","","","","","230-0042","神奈川県横浜市鶴見区仲通一丁目56-1","","","","","","","","","","","","","","","4020001016519","","","",""
"有限会社赤池タイヤ三好店","2739195353487","","","","","","","470-0226","愛知県みよし市西一色町〆林39","","","","","","","","","","","","","","","2180302023968","","","",""
"株式会社赤城","1651687662332","","","","","","","376-0124","群馬県桐生市新里町小林607-2","","","","","","","","","","","","","","","4070001015516","","","",""
"株式会社アカシカ","1647291328018","","","","","","","653-0022","兵庫県神戸市長田区東尻池町九丁目1-13","","","","","","","","","","","","","","","9140001019208","","","",""
"明司ゴム株式会社","9636703500035","","","","","","","101-0031","東京都千代田区東神田二丁目3-4 5階","","","","","","","","","","","","","","","2011801017353","","","",""
"株式会社アカネ技研","5921730117003","","","","","","","370-2206","群馬県甘楽郡甘楽町大字善慶寺55-1","","","","","","","","","","","","","","","6070001012222","","","",""
"株式会社赤堀パッキング","5424630407288","","","","","","","135-0021","東京都江東区白河三丁目18-10","","","","","","","","","","","","","","","5010601000442","","","",""
"県護謨工業株式会社","4575844786877","","","","","","","441-0304","愛知県豊川市御津町佐脇浜一号地1-3","","","","","","","","","","","","","","","5180301009726","","","",""
"株式会社アキタ","7825804681253","","","","","","","300-2334","茨城県つくばみらい市中平柳31-1","","","","","","","","","","","","","","","8050001028202","","","",""
"株式会社秋田アルス","1852387912378","","","","","","","018-2675","秋田県山本郡八峰町八森篭田39","","","","","","","","","","","","","","","3410001007339","","","",""
"秋田片山ゴム株式会社","8750693027690","","","","","","","010-0951","秋田県秋田市山王六丁目4-29","","","","","","","","","","","","","","","2410001000261","","","",""
"有限会社秋田ゴム化成","4034831375864","","","","","","","010-1423","秋田県秋田市仁井田古川向362-7","","","","","","","","","","","","","","","7410002000339","","","",""
"株式会社アキツ","7352098533813","","","","","","","577-0006","大阪府東大阪市楠根三丁目7-4","","","","","","","","","","","","","","","2122001014295","","","",""
"秋山ゴム工業株式会社","9557110076473","","","","","","","401-0201","山梨県上野原市秋山7500","","","","","","","","","","","","","","","7090001008267","","","",""
"株式会社秋山精密","5628337138960","","","","","","","399-0428","長野県上伊那郡辰野町大字伊那富砂田2382","","","","","","","","","","","","","","","3100002035064","","","",""
"アキラ工業株式会社","7059461413951","","","","","","","574-0052","大阪府大東市新田北町4-5","","","","","","","","","","","","","","","8122001015016","","","",""
"アキレス株式会社","5903801443346","","","","","","","169-0074","東京都新宿区北新宿二丁目21-1","","","","","","","","","","","","","","","7011101000682","","","",""
"株式会社アーク未来化学","5773306437923","","","","","","","760-0080","香川県高松市木太町2670-4","","","","","","","","","","","","","","","1470001004885","","","",""
"株式会社アークライン","3153802285447","","","","","","","547-0033","大阪府大阪市平野区平野西一丁目1-18","","","","","","","","","","","","","","","5120001019403","","","",""
"アクラシステム株式会社","5380936571849","","","","","","","702-8013","岡山県岡山市南区飽浦630-3","","","","","","","","","","","","","","","9260001009741","","","",""
"有限会社アグリビニール西本","4955930783110","","","","","","","632-0052","奈良県天理市柳本町2552","","","","","","","","","","","","","","","4150002005573","","","",""
"株式会社曙産業","3804950301741","","","","","","","270-0222","千葉県野田市木間ケ瀬2259","","","","","","","","","","","","","","","2011501013025","","","",""
"株式会社浅井ゴム製作所","7197968300713","","","","","","","124-0001","東京都葛飾区小菅三丁目19-12","","","","","","","","","","","","","","","6011801033702","","","",""
"浅賀工業ゴム株式会社","3468323689304","","","","","","","125-0062","東京都葛飾区青戸二丁目11-13","","","","","","","","","","","","","","","8011801000163","","","",""
"アサ倉工業株式会社","6743064245517","","","","","","","454-0041","愛知県名古屋市中川区八神町二丁目45","","","","","","","","","","","","","","","9180001018767","","","",""
"有限会社アサクラ・サムシング","6630388033802","","","","","","","125-0052","東京都葛飾区柴又三丁目27-7 ドミール松丸103号室","","","","","","","","","","","","","","","8011802000278","","","",""
"株式会社アサ乃","8018355001105","","","","","","","599-8242","大阪府堺市中区陶器北890","","","","","","","","","","","","","","","6120101000848","","","",""
"株式会社浅野商会","4044652450106","","","","","","","450-0002","愛知県名古屋市中村区名駅二丁目42-3","","","","","","","","","","","","","","","9180001029236","","","",""
"株式会社アサヒ","2081273768722","","","","","","","670-0061","兵庫県姫路市西今宿一丁目4-1","","","","","","","","","","","","","","","4140001057575","","","",""
"有限会社朝日化工","9770752462098","","","","","","","457-0067","愛知県名古屋市南区上浜町140","","","","","","","","","","","","","","","4180002025189","","","",""
"朝日化工株式会社","7599171216693","","","","","","","236-0042","神奈川県横浜市金沢区釜利谷東八丁目14-32","","","","","","","","","","","","","","","7010801000018","","","",""
"旭化工株式会社","3584934806410","","","","","","","577-0067","大阪府東大阪市高井田西二丁目2-6","","","","","","","","","","","","","","","1122001000197","","","",""
"朝日工業株式会社","4256147143093","","","","","","","803-0185","福岡県北九州市小倉南区大字石原町191-1","","","","","","","","","","","","","","","8290801000220","","","",""
"旭ゴム株式会社","7346997732535","","","","","","","550-0005","大阪府大阪市西区西本町二丁目3-10 西本町インテスビル3F","","","","","","","","","","","","","","","9120001040933","","","",""
"旭ゴム化工株式会社","7395589256473","","","","","","","464-0858","愛知県名古屋市千種区千種一丁目8-10","","","","","","","","","","","","","","","3180001003304","","","",""
"アサヒゴム加工株式会社","1122333689499","","","","","","","838-1302","福岡県朝倉市宮野1260-1","","","","","","","","","","","","","","","1290001043910","","","",""
"有限会社旭ゴム工業所","3421857036102","","","","","","","830-0048","福岡県久留米市梅満町28-1","","","","","","","","","","","","","","","1290002048322","","","",""
"株式会社朝日護謨工業所","6989456598995","","","","","","","577-0835","大阪府東大阪市柏田西二丁目12-3","","","","","","","","","","","","","","","4122001036528","","","",""
"アサヒゴム産業株式会社","7013590432409","","","","","","","332-0011","埼玉県川口市元郷一丁目26-1","","","","","","","","","","","","","","","4030001073427","","","",""
"アサヒ再生ゴム株式会社","8239753294383","","","","","","","849-0101","佐賀県三養基郡みやき町大字原古賀5810","","","","","","","","","","","","","","","6290001048327","","","",""
"株式会社旭産業社","5448746111819","","","","","","","574-0044","大阪府大東市諸福四丁目1-3","","","","","","","","","","","","","","","3122001015227","","","",""
"アサヒシューズ株式会社","3743833249036","","","","","","","830-0029","福岡県久留米市洗町1","","","","","","","","","","","","","","","9290001048324","","","",""
"朝日商事株式会社","7236862166872","","","","","","","457-0044","愛知県名古屋市南区柵下町二丁目61","","","","","","","","","","","","","","","2180001121651","","","",""
"アサヒ精工株式会社","1154457445754","","","","","","","924-0004","石川県白山市旭丘三丁目16","","","","","","","","","","","","","","","2220001008943","","","",""
"朝日精密ゴム株式会社","2751333713310","","","","","","","300-2322","茨城県つくばみらい市戸崎1086-4","","","","","","","","","","","","","","","1050001027359","","","",""
"株式会社アサヒ特販","7188869382064","","","","","","","003-0803","北海道札幌市白石区菊水三条一丁目3-2","","","","","","","","","","","","","","","5430001080051","","","",""
"旭プレス工業株式会社","1511442669348","","","","","","","532-0031","大阪府大阪市淀川区加島一丁目50-13","","","","","","","","","","","","","","","2120001053553","","","",""
"株式会社アサヒプロダクツ","9158205525093","","","","","","","670-0061","兵庫県姫路市西今宿一丁目2-5","","","","","","","","","","","","","","","8140001063685","","","",""
"アサヒポリマー化工株式会社","2750680131289","","","","","","","547-0011","大阪府大阪市平野区長吉出戸一丁目11-55","","","","","","","","","","","","","","","3120001120567","","","",""
"株式会社朝日ラバー","9116851621834","","","","","","","330-0801","埼玉県さいたま市大宮区土手町二丁目7-2","","","","","","","","","","","","","","","9030001000319","","","",""
"株式会社旭日ローラ製作所","4542377048122","","","","","","","599-8245","大阪府堺市中区辻之809","","","","","","","","","","","","","","","6120101001986","","","",""
"旭ワークス株式会社","1435748721808","","","","","","","550-0004","大阪府大阪市西区靱本町二丁目6-18","","","","","","","","","","","","","","","8120001040967","","","",""
"芦澤合成樹脂株式会社","6031009220579","","","","","","","224-0053","神奈川県横浜市都筑区池辺町3241","","","","","","","","","","","","","","","2020001081077","","","",""
"株式会社アシックス","7228887530435","","","","","","","650-0021","兵庫県神戸市中央区三宮町一丁目2-4 大和神戸ビル","","","","","","","","","","","","","","","8140001005877","","","",""
"アシックス商事株式会社","8029043936050","","","","","","","654-0161","兵庫県神戸市須磨区弥栄台三丁目5-2","","","","","","","","","","","","","","","7140001015662","","","",""
"芦森工業株式会社","1577986992351","","","","","","","566-0001","大阪府摂津市千里丘七丁目11-61","","","","","","","","","","","","","","","3120001048973","","","",""
"株式会社アシヤパッキング","3329729245239","","","","","","","546-0002","大阪府大阪市東住吉区杭全一丁目12-12","","","","","","","","","","","","","","","6120001184766","","","",""
"株式会社アシヤパツキング製作所","4051390029634","","","","","","","546-0002","大阪府大阪市東住吉区杭全一丁目12-12","","","","","","","","","","","","","","","3120001009125","","","",""
"株式会社Ａｓｓｉｒｅｖｏ","4087135760718","","","","","","","639-2328","奈良県御所市大字関屋834","","","","","","","","","","","","","","","2150001019691","","","",""
"株式会社ア・ジャストポリマー","8262402358956","","","","","","","412-0044","静岡県御殿場市杉名沢521","","","","","","","","","","","","","","","2080101003941","","","",""
"アスクホールディングス株式会社","1294522041101","","","","","","","381-0023","長野県長野市大字風間2034-25","","","","","","","","","","","","","","","8100001000106","","","",""
"アスタック株式会社","9983748201344","","","","","","","731-3168","広島県広島市安佐南区伴南二丁目5-36","","","","","","","","","","","","","","","2240001012869","","","",""
"株式会社アスティコ","8080035575473","","","","","","","702-8004","岡山県岡山市中区江並417-1","","","","","","","","","","","","","","","9260001000254","","","",""
"アスティック環境エンジニアリング株式会社","4945041601246","","","","","","","542-0086","大阪府大阪市中央区西心斎橋二丁目2-7 御堂筋ジュンアシダビル6階","","","","","","","","","","","","","","","8030001016729","","","",""
"アーステック株式会社","5798143835826","","","","","","","660-0857","兵庫県尼崎市西向島町52","","","","","","","","","","","","","","","8140001048645","","","",""
"アストン株式会社","6700197048989","","","","","","","173-0004","東京都板橋区板橋二丁目51-2","","","","","","","","","","","","","","","2011401015253","","","",""
"株式会社アースワーク","1194518209303","","","","","","","350-0812","埼玉県川越市大字下小坂683-2","","","","","","","","","","","","","","","8030001058085","","","",""
"吾嬬ゴム工業株式会社","8075368705220","","","","","","","375-0002","群馬県藤岡市立石1253","","","","","","","","","","","","","","","8070001012311","","","",""
"吾妻産業株式会社","6632474533433","","","","","","","131-0043","東京都墨田区立花三丁目10-13","","","","","","","","","","","","","","","6010601008336","","","",""
"株式会社東商店","2720739596302","","","","","","","653-0022","兵庫県神戸市長田区東尻池町六丁目3-30","","","","","","","","","","","","","","","3140001108362","","","",""
"有限会社東ローラー製作所","4309291523771","","","","","","","131-0031","東京都墨田区墨田五丁目12-3","","","","","","","","","","","","","","","5010602008393","","","",""
"足立ゴム株式会社","4324152826089","","","","","","","123-0851","東京都足立区梅田四丁目38-16","","","","","","","","","","","","","","","7011801005411","","","",""
"有限会社アップス","9259722775992","","","","","","","816-0821","福岡県春日市若葉台東二丁目12-1","","","","","","","","","","","","","","","9290002014003","","","",""
"アートジャパン株式会社","4756037609021","","","","","","","880-2116","宮崎県宮崎市大字細江3953","","","","","","","","","","","","","","","6350001000025","","","",""
"アトム株式会社","8530173037772","","","","","","","729-2317","広島県竹原市忠海東町四丁目2-1","","","","","","","","","","","","","","","9240001037174","","","",""
"アトム興産株式会社","6279856657676","","","","","","","154-0023","東京都世田谷区若林三丁目8-10","","","","","","","","","","","","","","","8010901000651","","","",""
"有限会社アトリエエス","3625034890207","","","","","","","270-1176","千葉県我孫子市柴崎台一丁目10-15","","","","","","","","","","","","","","","2040002094514","","","",""
"株式会社あとりえ岡田","6155901938162","","","","","","","653-0836","兵庫県神戸市長田区神楽町二丁目3-36","","","","","","","","","","","","","","","9140001021898","","","",""
"株式会社アートワールド","2666764082156","","","","","","","300-3561","茨城県結城郡八千代町大字平塚1973","","","","","","","","","","","","","","","9050001014960","","","",""
"有限会社アド九州企画","5713817401228","","","","","","","802-0023","福岡県北九州市小倉北区下富野四丁目7-13","","","","","","","","","","","","","","","1290802000333","","","",""
"株式会社アドバンス","3077084388554","","","","","","","578-0936","大阪府東大阪市花園西町一丁目13-15","","","","","","","","","","","","","","","8122001000380","","","",""
"株式会社アドバンス","8430569266147","","","","","","","494-0011","愛知県一宮市西萩原若宮前72","","","","","","","","","","","","","","","2180001116809","","","",""
"有限会社亜土パッキング","3722653996903","","","","","","","124-0001","東京都葛飾区小菅二丁目13-21","","","","","","","","","","","","","","","2011802000341","","","",""
"株式会社Ａｎｉ－Ｍａｄｏｎｎａ","7076219124172","","","","","","","544-0003","大阪府大阪市生野区小路東四丁目4-17","","","","","","","","","","","","","","","2120001107656","","","",""
"株式会社アビックゴム","2879853897691","","","","","","","939-1313","富山県砺波市柳瀬360","","","","","","","","","","","","","","","4230001016225","","","",""
"有限会社アプローズ","1832402228428","","","","","","","181-0005","東京都三鷹市中原一丁目26-18","","","","","","","","","","","","","","","6011102023378","","","",""
"安部ガナイト工業株式会社","3309121043121","","","","","","","807-1312","福岡県鞍手郡鞍手町大字中山3024-43","","","","","","","","","","","","","","","6290801009024","","","",""
"有限会社阿部ゴム工業所","3704307519475","","","","","","","910-0842","福井県福井市開発一丁目2002","","","","","","","","","","","","","","","5210002000212","","","",""
"株式会社アボテクノ","1658161707635","","","","","","","362-0064","埼玉県上尾市大字小敷谷1020","","","","","","","","","","","","","","","1030001041163","","","",""
"ＡＰＯＥＬ高分子化学株式会社","7723514666710","","","","","","","124-0005","東京都葛飾区宝町一丁目13-16","","","","","","","","","","","","","","","3011801001777","","","",""
"甘木工業株式会社","1731760686475","","","","","","","252-0245","神奈川県相模原市中央区田名塩田一丁目14-31","","","","","","","","","","","","","","","5021001046918","","","",""
"有限会社天野ゴム工業","1946792162765","","","","","","","480-0102","愛知県丹羽郡扶桑町大字高雄北羽根140","","","","","","","","","","","","","","","7180002074852","","","",""
"有限会社アマルフアス","8365947988512","","","","","","","236-0052","神奈川県横浜市金沢区富岡西六丁目34-30","","","","","","","","","","","","","","","1020002007412","","","",""
"アミノ化学工業株式会社","1763277749869","","","","","","","340-0004","埼玉県草加市弁天四丁目10-12","","","","","","","","","","","","","","","1030001034687","","","",""
"網野ゴム工業有限会社","6433715201316","","","","","","","121-0813","東京都足立区竹の塚二丁目19-10","","","","","","","","","","","","","","","7011802009295","","","",""
"有限会社アミン","8442213055748","","","","","","","300-3561","茨城県結城郡八千代町大字平塚札野4806-2","","","","","","","","","","","","","","","5050002018007","","","",""
"株式会社アメリ","9439471029550","","","","","","","603-8054","京都府京都市北区上賀茂桜井町88","","","","","","","","","","","","","","","6130001044192","","","",""
"綾羽工業株式会社","2647669297920","","","","","","","520-1512","滋賀県高島市新旭町太田1011-1","","","","","","","","","","","","","","","8160001011799","","","",""
"綾部トーヨーゴム株式会社","9675247026890","","","","","","","623-0222","京都府綾部市栗町沢115","","","","","","","","","","","","","","","3130001041655","","","",""
"有限会社新井金属工業","4596623545750","","","","","","","370-0514","群馬県邑楽郡大泉町朝日二丁目32-1","","","","","","","","","","","","","","","2070002027933","","","",""
"新井ゴム株式会社","4000392408678","","","","","","","544-0012","大阪府大阪市生野区巽西二丁目1-40","","","","","","","","","","","","","","","2120001016774","","","",""
"有限会社荒井ゴム工業","5334619075790","","","","","","","270-0221","千葉県野田市古布内427-4","","","","","","","","","","","","","","","5040002097860","","","",""
"株式会社新井商店","5403055397341","","","","","","","544-0005","大阪府大阪市生野区中川五丁目13-27","","","","","","","","","","","","","","","3120001016781","","","",""
"株式会社荒井製作所","5352796596443","","","","","","","103-0004","東京都中央区東日本橋二丁目16-4 Jプロ東日本橋ビル2F","","","","","","","","","","","","","","","1050001031286","","","",""
"株式会社荒井道製作所","6496793396712","","","","","","","447-0087","愛知県碧南市坂口町三丁目15","","","","","","","","","","","","","","","4180301015015","","","",""
"有限会社荒木工業","4024392968824","","","","","","","999-5206","山形県最上郡鮭川村大字曲川中沢438-6","","","","","","","","","","","","","","","2390002011186","","","",""
"アラタ商工有限会社","7855783217241","","","","","","","190-0001","東京都立川市若葉町二丁目39-14","","","","","","","","","","","","","","","9012802000168","","","",""
"株式会社アラテック","1411804914141","","","","","","","321-0901","栃木県宇都宮市平出町3774-1","","","","","","","","","","","","","","","8060002000992","","","",""
"アラフカゴム工業株式会社","9406211224700","","","","","","","501-2259","岐阜県山県市岩佐888","","","","","","","","","","","","","","","9200001006505","","","",""
"アラム株式会社","9790461127673","","","","","","","530-0044","大阪府大阪市北区東天満二丁目4-12","","","","","","","","","","","","","","","2120001060418","","","",""
"有限会社アラヤケミカル","1166344498640","","","","","","","399-8304","長野県安曇野市穂高柏原1150","","","","","","","","","","","","","","","4100002023191","","","",""
"有賀ゴム株式会社","9337788765895","","","","","","","105-0013","東京都港区浜松町一丁目14-2 相模ビル","","","","","","","","","","","","","","","5010401002119","","","",""
"有限会社有田工業所","2190726634917","","","","","","","557-0063","大阪府大阪市西成区南津守六丁目1-90","","","","","","","","","","","","","","","2120002001619","","","",""
"株式会社アールイーピー","1695372291165","","","","","","","252-0822","神奈川県藤沢市葛原1506-2","","","","","","","","","","","","","","","8021001035546","","","",""
"有限会社アルター産業","9376439988846","","","","","","","569-1121","大阪府高槻市真上町六丁目39-7","","","","","","","","","","","","","","","7120902009533","","","",""
"株式会社アール・ピー・トレード","1396883596845","","","","","","","532-0033","大阪府大阪市淀川区新高二丁目17-9","","","","","","","","","","","","","","","4120001103950","","","",""
"アルファコーポレーション株式会社","2833864012448","","","","","","","306-0631","茨城県坂東市岩井3440-1 YMビル2-1","","","","","","","","","","","","","","","8050001025117","","","",""
"有限会社アールプレス工業","2673494157334","","","","","","","371-0804","群馬県前橋市六供町五丁目1-5","","","","","","","","","","","","","","","1070002002367","","","",""
"有限会社アルミホイールメンテナンス札幌","7627617905678","","","","","","","003-0821","北海道札幌市白石区菊水元町一条一丁目2-6","","","","","","","","","","","","","","","1430002001308","","","",""
"淡路パッキン株式会社","7780971592449","","","","","","","570-0012","大阪府守口市大久保町一丁目50-10","","","","","","","","","","","","","","","6120001155156","","","",""
"有限会社安在商店","4032157967747","","","","","","","453-0866","愛知県名古屋市中村区横井一丁目77","","","","","","","","","","","","","","","1180002026990","","","",""
"株式会社ＵＮＤＥＲＭＩＮＥ","3487504517354","","","","","","","124-0005","東京都葛飾区宝町一丁目9-7","","","","","","","","","","","","","","","5011801024628","","","",""
"株式会社アンダーワークス","8379119092744","","","","","","","116-0003","東京都荒川区南千住七丁目1-1 2005号","","","","","","","","","","","","","","","5011501010721","","","",""
